安眠穴	anmianxue
茴香根	huixianggen
茴香茎叶	huixiangjingye
回心草	huixincao
回旋手机	huixuanshouji
回旋现象	huixuanxianxiang
回旋形线状鱼鳞病	huixuanxingxianzhuangyulinbing
灰栒子	huixunzi
回阳救急汤	huiyangjiujitang
回阳救逆	huiyangjiuni
回阳生	huiyangsheng
灰叶	huiye
灰叶根	huiyegen
灰叶南蛇藤	huiyenansheteng
回忆法	huiyifa
回忆应答	huiyiyingda
会阴部烧伤	huiyinbushaoshang
会阴肛门成形术	huiyingangmenchengxingshu
会阴美容术	huiyinmeirongshu
会阴疝	huiyinshan
会阴型尿道下裂	huiyinxingniaodaoxialie
会阴粘连	huiyinzhanlian
回植	huizhi
灰质	huizhi
灰指趾甲病	huizhizhijiabing
回状头皮	huizhuangtoupi
混倍体	hunbeiti
混倍性	hunbeixing
混合静脉血氧张力	hunhejingmaixueyangzhangli
混合抗球蛋白反应	hunhekangqiudanbaifanying
混合淋巴细胞反应	hunhelinbaxibaofanying
混合淋巴细胞培养	hunhelinbaxibaopeiyang
混合瘤	hunheliu
混合凝集反应	hunheningjifanying
混合设计	hunhesheji
混合下疳	hunhexiagan
混合性结缔组织病	hunhexingjiedizuzhibing
混合性结石	hunhexingjieshi
混合型卡环	hunhexingkahuan
混合型淋巴管瘤	hunhexinglinbaguanliu
混合型鞘膜积液	hunhexingqiaomojiye
混合型切平面	hunhexingqiepingmian
混合性血管瘤	hunhexingxueguanliu
混合性牙瘤	hunhexingyaliu
混合血栓	hunhexueshuan
混合牙列	hunheyalie
混合遗传	hunheyichuan
混合痔	hunhezhi
混合痣	hunhezhi
混睛障病	hunjingzhangbing
昏溃期	hunkuiqi
昏迷病	hunmibing
婚姻治疗	hunyinzhiliao
火把花	huobahua
火赤疮病	huochichuangbing
或存或亡	huocunhuowang
获得性巨结肠	huodexingjujiechang
获得性淋巴管瘤	huodexinglinbaguanliu
获得性免疫	huodexingmianyi
获得性耐受	huodexingnaishou
获得性纤维角化瘤	huodexingxianweijiaohualiu
获得性鱼鳞病	huodexingyulinbing
获得性状	huodexingzhuang
活动过度	huodongguodu
活动理论	huodonglilun
活动联合修复	huodonglianhexiufu
活动连接体	huodonglianjieti
活动疗法	huodongliaofa
活动平板训练	huodongpingbanxunlian
活动性肝炎	huodongxingganyan
活动依存性强化机制	huodongyicunxingqianghuajizhi
火毒炽盛气血凝结证	huoduchishengqixueningjiezheng
火毒炽盛热入营血证	huoduchishengreruyingxuezheng
火毒炽盛证	huoduchishengzheng
火毒传肺证	huoduchuanfeizheng
火毒传肝证	huoduchuanganzheng
火毒传脾证	huoduchuanpizheng
火毒传肾证	huoduchuanshenzheng
火毒传心证	huoduchuanxinzheng
火毒窜络证	huoducuanluozheng
火毒攻目证	huodugongmuzheng
火毒困结证	huodukunjiezheng
火毒内攻证	huoduneigongzheng
火毒内陷证	huoduneixianzheng
火毒凝结证	huoduningjiezheng
火毒迫血证	huodupoxuezheng
火毒入络证	huoduruluozheng
火毒入营证	huoduruyingzheng
火毒上攻证	huodushanggongzheng
火毒伤津证	huodushangjinzheng
火毒伤阴证	huodushangyinzheng
火毒外泄证	huoduwaixiezheng
火毒壅盛证	huoduyongshengzheng
火毒郁结证	huoduyujiezheng
火毒蕴结证	huoduyunjiezheng
火毒证	huoduzheng
或短或长	huoduanhuochang
霍尔斯特德疝修补术	huoersitedeshanxiubushu
霍夫曼综合征	huofumanzonghezheng
火疳病	huoganbing
藿梗	huogeng
活化巨噬细胞	huohuajushixibao
活化淋巴细胞	huohualinbaxibao
活化因子	huohuayinzi
活化因子前体	huohuayinziqianti
活化因子前体转化酶	huohuayinziqiantizhuanhuamei
或加沉香去肉桂	huojiachenxiangqurougui
或加茯苓共煎尝	huojiafulinggongjianchang
或加石膏泻胃火	huojiashigaoxieweihuo
或加香砂气滞使	huojiaxiangshaqizhishi
火箭免疫电泳	huojianmianyidianyong
霍利保持器	huolibaochiqi
霍乱论	huoluanlun
霍乱转筋	huoluanzhuanjin
活络效灵丹	huoluoxiaolingdan
活络效灵汤	huoluoxiaolingtang
火麻仁	huomaren
火棉胶	huomianjiao
获能	huoneng
火炮草果	huopaocaoguo
霍佩兰	huopeilan
藿朴夏苓汤	huopuxialingtang
霍朴夏苓汤	huopuxialingtang
藿朴夏苓有三仁	huopuxialingyousanren
霍奇金病	huoqijinbing
火器伤	huoqishang
火热炽盛证	huorechishengzheng
火热扰心证	huoreraoxinzheng
火热伤津证	huoreshangjinzheng
火热伤阴证	huoreshangyinzheng
火热邪毒壅盛证	huorexieduyongshengzheng
活人葱鼓汤	huorenconggutang
火绒草	huorongcao
霍桑效应	huosangxiaoying
霍桑研究	huosangyanjiu
藿砂口服液	huoshakoufuye
火盛伤阴证	huoshengshangyinzheng
火绳树	huoshengshu
火索麻	huosuoma
豁痰	huotan
火炭母	huotanmu
火炭母草	huotanmucao
火炭母草根	huotanmucaogen
活体部分肝移植	huotibufenganyizhi
活体测量	huoticeliang
活体非亲属供者	huotifeiqinshugongzhe
活体供者	huotigongzhe
活体亲属供者	huotiqinshugongzhe
活体亲属脾移植	huotiqinshupiyizhi
活体亲属肾移植	huotiqinshushenyizhi
活体染料	huotiranliao
活体染色	huotiranse
活体移植	huotiyizhi
火头根	huotougen
火腿	huotui
藿香	huoxiang
藿香正气滴丸	huoxiangzhengqidiwan
藿香正气腹皮苏	huoxiangzhengqifupisu
藿香正气口服液	huoxiangzhengqikoufuye
藿香正气散	huoxiangzhengqisan
火邪	huoxie
火邪郁结证	huoxieyujiezheng
活血丹	huoxuedan
活血化瘀	huoxuehuayu
活血祛瘀	huoxuequyu
活血通经	huoxuetongjing
活血通脉胶囊	huoxuetongmaijiaonang
活血行瘀	huoxuexingyu
火焰草	huoyancao
火焰兰	huoyanlan
火焰烧伤	huoyanshaoshang
火焰子	huoyanzi
火秧竻	huoyangjin
火秧竻蕊	huoyangjinrui
火秧竻叶	huoyangjinye
火油草	huoyoucao
基阿利手术	jialishoushu
肌氨酸血症	jiansuanxuezheng
賫百年之寿命	jibainianzhishouming|laibainianzhishouming
肌瓣	jiban
基本归因误差	jibenguiyinwucha
肌痹	jibi
脊痹	jibi
肌痹病	jibibing
激变模型	jibianmoxing
肌表	jibiao
既病防变	jibingfangbian
荠菜花	jicaihua
荠菜子	jicaizi
荠草	jicao
棘层肥厚	jicengfeihou
棘层松解	jicengsongjie
棘层松解细胞	jicengsongjiexibao
积差相关	jichaxiangguan
鸡肠	jichang
继承性免疫	jichengxingmianyi
继承性转移	jichengxingzhuanyi
继承牙	jichengya
继承牙板	jichengyaban
基础创伤生命支持	jichuchuangshangshengmingzhichi
基础代谢率	jichudaixielv
基础麻醉	jichumazui
基础免疫学	jichumianyixue
基础生命支持	jichushengmingzhichi
济川煎	jichuanjian
棘刺花	jicihua
肌腠	jicou
记存模型	jicunmoxing
极大似然法	jidasiranfa
鸡大腿	jidatui
继代培养	jidaipeiyang
系带切断术	jidaiqieduanshu
鸡胆	jidan
鸡蛋参	jidancan
鸡蛋果	jidanguo
鸡蛋花	jidanhua
鸡蛋七	jidanqi
鸡蛋七叶	jidanqiye
季德胜蛇药片	jideshengsheyaopian
基底层	jidiceng
基底动脉瘤	jididongmailiu
基底鳞状细胞癌	jidilinzhuangxibaoai
基底膜	jidimo
基底神经节	jidishenjingjie
基底细胞癌	jidixibaoai
基底细胞上皮瘤	jidixibaoshangpiliu
基底细胞腺癌	jidixibaoxianai
基底细胞腺瘤	jidixibaoxianliu
基底细胞痣	jidixibaozhi
肌电生物反馈疗法	jidianshengwufankuiliaofa
吉丁虫	jidingchong
肌动蛋白	jidongdanbai
肌动球蛋白	jidongqiudanbai
棘豆根	jidougen
鸡肚肠草	jiduchangcao
嫉妒妄想	jiduwangxiang
继发	jifa
继发变应原	jifabianyingyuan
继发畸形	jifajixing
继发龋	jifaqu
继发伤道	jifashangdao
继发性瘢痕挛缩	jifaxingbanhenluansuo
继发性巨结肠	jifaxingjujiechang
继发性淋巴水肿	jifaxinglinbashuizhong
继发性免疫缺陷	jifaxingmianyiquexian
继发性妄想	jifaxingwangxiang
继发性污染	jifaxingwuran
继发性牙本质	jifaxingyabenzhi
既非神授	jifeishenshou
急风病	jifengbing
肌肤甲错	jifujiacuo
肌肤筋骨	jifujingu
急腹症	jifuzheng
鸡肝	jigan
鸡肝散	jigansan
鸡根	jigen
鸡公柴	jigongchai
鸡公柴果	jigongchaiguo
肌功能矫治器	jigongnengjiaozhiqi
技工室染色	jigongshiranse
鸡谷草	jigucao
鸡骨草	jigucao
鸡骨柴	jiguchai
鸡骨柴叶	jiguchaiye
鸡骨香	jiguxiang
鸡挂骨草	jiguagucao
鸡冠菜	jiguancai
鸡冠参	jiguancan
鸡冠草	jiguancao
鸡冠花	jiguanhua
鸡冠花炭	jiguanhuatan
鸡冠苗	jiguanmiao
鸡冠子	jiguanzi
激光疗法	jiguangliaofa
激光毛发移植	jiguangmaofayizhi
激光皮肤磨削术	jiguangpifumoxueshu
激光切割手术	jiguangqiegeshoushu
激光扫描共焦显微镜	jiguangsaomiaogongjiaoxianweijing
激光伤	jiguangshang
激光心肌血运重建术	jiguangxinjixueyunchongjianshu
激光荧光诊断技术	jiguangyingguangzhenduanjishu
激光治疗仪	jiguangzhiliaoyi
极核	jihe
几何平均数	jihepingjunshu
几何视错觉	jiheshicuojue
鸡翮羽	jiheyu
急喉痹病	jihoubibing
急喉病	jihoubing
急喉风病	jihoufengbing
机化	jihua
檵花	jihua
檵花根	jihuagen
计划简化法	jihuajianhuafa
檵花叶	jihuaye
急黄	jihuang
急黄病	jihuangbing
激活扩散	jihuokuosan
激活扩散模型	jihuokuosanmoxing
及己	jiji
芨芨草	jijicao
芨芨草花	jijicaohua
积极关注	jijiguanzhu
积极优生学	jijiyoushengxue
肌腱成形术	jijianchengxingshu
肌腱固定术	jijiangudingshu
肌监控仪	jijiankongyi
肌腱皮瓣	jijianpiban
肌腱切断术	jijianqieduanshu
肌腱烧伤	jijianshaoshang
肌腱松解术	jijiansongjieshu
肌腱延长术	jijianyanchangshu
肌腱移植	jijianyizhi
肌腱移植术	jijianyizhishu
肌腱移植物	jijianyizhiwu
肌腱粘连	jijianzhanlian
肌腱转位术	jijianzhuanweishu
鸡脚草乌	jijiaocaowu
鸡脚刺	jijiaoci
鸡脚莲	jijiaolian
藉节	jijie
鸡筋参	jijincan
激经	jijing
急惊风	jijingfeng
急惊风病	jijingfengbing
急救半径	jijiubanjing
急救网络	jijiuwangluo
急救医士	jijiuyishi
积聚病	jijubing
寄居蟹	jijuxie
肌觉	jijue
姬蕨	jijue
飢渴疲勞	jikepilao
即刻义齿	jikeyichi
积劳虚损	jilaoxusun
基勒病	jilebing
蒺藜	jili
基粒	jili
极粒	jili
蒺藜白蒺藜	jilibaijili
肌力测定	jiliceding
蒺藜根	jiligen
蒺藜花	jilihua
基粒类囊体	jilileinangti
极丽马先蒿	jilimaxianhao
蒺藜苗	jilimiao
基粒片层	jilipianceng
吉利子树	jilizishu
级联反应	jilianfanying
级量电位	jiliangdianwei
吉林乌头	jilinwutou
鸡翎草	jilingcao
吉龙草	jilongcao
集落	jiluo
集落刺激因子	jiluocijiyinzi
集落形成率	jiluoxingchenglv
鸡麻	jima
寄马桩	jimazhuang
疾脉	jimai
姬螨皮炎	jimanpiyan
极帽	jimao
鸡毛菜	jimaocai
鸡毛狗	jimaogou
鸡鸣散	jimingsan
肌膜	jimo
基膜	jimo
脊膜脊髓膨出	jimojisuipengchu
脊膜瘤	jimoliu
吉姆萨染液	jimusaranye
吉姆萨显带	jimusaxiandai
檵木叶	jimuye
挤奶者结节	jinaizhejiejie
鸡脑	jinao
鸡内金	jineijin
机能系统理论	jinengxitonglilun
机能心理学	jinengxinlixue
机能性幻觉	jinengxinghuanjue
肌能修整	jinengxiuzheng
机能主义	jinengzhuyi
荠苨	jini
荠薴	jining
奇偶问题学习	jiouwentixuexi
肌皮瓣	jipiban
肌皮动脉	jipidongmai
棘皮瘤	jipiliu
棘皮瘤型成釉细胞瘤	jipiliuxingchengyouxibaoliu
棘皮瘤型造釉细胞瘤	jipiliuxingzaoyouxibaoliu
鸡蹼	jipu
基强度	jiqiangdu
肌切开术	jiqiekaishu
肌球蛋白	jiqiudanbai
肌热烦渴	jirefanke
急热惊风	jirejingfeng
鸡肉	jirou
麂肉	jirou
鸡肉参	jiroucan
肌肉疲劳	jiroupilao
肌肉松弛药	jirousongchiyao
肌肉位	jirouwei
肌肉移植	jirouyizhi
急乳蛾病	jiruebing
积乳囊肿	jirunangzhong
肌若鱼鳞	jiruoyulin
鸡桑根	jisanggen
鸡桑叶	jisangye
肌上皮癌	jishangpiai
肌上皮岛	jishangpidao
肌上皮瘤	jishangpiliu
鸡肾参	jishencan
鸡肾草	jishencao
脊神经根切断术	jishenjinggenqieduanshu
脊神经后根切断术	jishenjinghougenqieduanshu
寄生虫栓塞	jishengchongshuanse
寄生虫栓子	jishengchongshuanzi
寄生虫性前列腺炎	jishengchongxingqianliexianyan
济生方	jishengfang
寄生黄	jishenghuang
济生肾气丸	jishengshenqiwan
寄生藤	jishengteng
济湿病	jishibing
即时联想	jishilianxiang
即时软组织扩张术	jishiruanzuzhikuozhangshu
鸡屎藤	jishiteng
鸡矢藤	jishiteng
鸡屎藤果	jishitengguo
即时推理	jishituili
继时性扫描	jishixingsaomiao
即时修复	jishixiufu
即时转移	jishizhuanyi
嵴数	jishu
技术美学	jishumeixue
鸡树条	jishutiao
鸡树条果	jishutiaoguo
积水性无脑畸形	jishuixingwunaojixing
肌丝	jisi
及巳	jisi
鸡嗉	jisu
激素免疫测定	jisumianyiceding
鸡苏散	jisusan
激素依赖性皮炎	jisuyilaixingpiyan
鸡嗉子根	jisuzigen
鸡嗉子果	jisuziguo
鸡嗉子叶	jisuziye
计算机化适应性测验	jisuanjihuashiyingxingceyan
计算机类比	jisuanjileibi
计算机模型	jisuanjimoxing
脊髓出血	jisuichuxie
脊髓挫伤	jisuicuoshang
脊髓灰质炎	jisuihuizhiyan
脊髓疾病	jisuijibing
脊髓结核瘤	jisuijieheliu
脊髓空洞	jisuikongdong
脊髓痨	jisuilao
脊髓裂伤	jisuilieshang
脊髓梅毒瘤	jisuimeiduliu
脊髓脓肿	jisuinongzhong
脊髓前连合切断术	jisuiqianlianheqieduanshu
脊髓前外侧束切断术	jisuiqianwaiceshuqieduanshu
脊髓受压	jisuishouya
脊髓拴系综合征	jisuishuanxizonghezheng
脊髓型颈椎病	jisuixingjingzhuibing
脊髓休克	jisuixiuke
脊髓震荡	jisuizhendang
脊髓真菌性肉芽肿	jisuizhenjunxingrouyazhong
脊髓蛛网膜炎	jisuizhuwangmoyan
脊髓纵裂	jisuizonglie
脊索裂畸形	jisuoliejixing
脊索瘤	jisuoliu
畸胎癌	jitaiai
畸胎瘤	jitailiu
极体	jiti
机体觉缺失	jitijuequeshi
集体无意识	jitiwuyishi
集体心理治疗	jitixinlizhiliao
集体咨询	jitizixun
急跳运动	jitiaoyundong
急投此方可回阳	jitoucifangkehuiyang
鸡腿蘑	jituimo
基托成形器	jituochengxingqi
基托蜡片	jituolapian
鸡娃草	jiwacao
肌痿	jiwei
肌细胞	jixibao
极细胞	jixibao
棘细胞松解征	jixibaosongjiezheng
吉西切道描记器	jixiqiedaomiaojiqi
急下存阴	jixiacunyin
肌下植入	jixiazhiru
嵴线	jixian
极限法	jixianfa
基线时间	jixianshijian
极纤维	jixianwei
吉祥草	jixiangcao
肌小管	jixiaoguan
机械瓣	jixieban
机械性肠梗阻	jixiexingchanggengzu
机械性尿路梗阻	jixiexingniaolugengzu
机械学习	jixiexuexi
机械震颤按摩法	jixiezhenchananmofa
急性播散性扁平苔藓	jixingbosanxingbianpingtaixian
急性肠系膜淋巴结炎	jixingchangximolinbajieyan
急性多发性龈脓肿	jixingduofaxingyinnongzhong
急性发热性嗜中性	jixingfarexingshizhongxing
急性非特异性龈炎	jixingfeiteyixingyinyan
急性化脓性牙髓炎	jixinghuanongxingyasuiyan
急性坏死溃疡性龈炎	jixinghuaisikuiyangxingyinyan
急性间歇性卟啉病	jixingjianxiexingbulinbing
急性浆液性牙髓炎	jixingjiangyexingyasuiyan
极性胶质母细胞瘤	jixingjiaozhimuxibaoliu
急性精神错乱	jixingjingshencuoluan
急性精神分裂症	jixingjingshenfenliezheng
急性酒精中毒	jixingjiujingzhongdu
急性卡他性阑尾炎	jixingkataxinglanweiyan
急性链球菌性龈口炎	jixinglianqiujunxingyinkouyan
急性弥漫性腹膜炎	jixingmimanxingfumoyan
急性脑肿胀	jixingnaozhongzhang
急性尿酸盐肾病	jixingniaosuanyanshenbing
急性排斥反应	jixingpaichifanying
畸形谱	jixingpu
畸形舌侧尖	jixingshecejian
畸形舌侧窝	jixingshecewo
急性肾衰	jixingshenshuai
急性肾小管坏死	jixingshenxiaoguanhuaisi
急性苔藓痘疮样糠疹	jixingtaixiandouchuangyangkangzhen
急性胃扩张	jixingweikuozhang
箕形纹	jixingwen
急性细胞性排斥反应	jixingxibaoxingpaichifanying
急性小管性排斥反应	jixingxiaoguanxingpaichifanying
肌性斜颈	jixingxiejing
急性心因性反应	jixingxinyinxingfanying
畸形性骨炎	jixingxingguyan
畸形学	jixingxue
急性血管性排斥反应	jixingxueguanxingpaichifanying
急性炎	jixingyan
畸形愈合	jixingyuhe
急性中毒	jixingzhongdu
畸形综合征	jixingzonghezheng
急性左心室衰竭	jixingzuoxinshishuaijie
棘胸蛙	jixiongwa
基序	jixu
悸眩瞤惕急煎尝	jixuanshuntijijianchang|jixuanruntijijianchang
鸡血	jixue
积血	jixue
积雪草	jixuecao
鸡血李	jixueli
鸡血莲	jixuelian
鸡血七	jixueqi
鸡血藤	jixueteng
鸡血藤颗粒	jixuetengkeli
吉亚利综合征	jiyalizonghezheng
挤压伤	jiyashang
挤压综合征	jiyazonghezheng
肌炎	jiyan
鸡眼草	jiyancao
棘叶	jiye
蕺叶秋海棠	jiyeqiuhaitang
戟叶石韦	jiyeshiwei
疾医	jiyi
记忆表象	jiyibiaoxiang
记忆错觉	jiyicuojue
记忆分子理论	jiyifenzililun
记忆广度	jiyiguangdu
记忆痕迹	jiyihenji
记忆减退	jiyijiantui
记忆类型	jiyileixing
记忆容量有限论	jiyirongliangyouxianlun
记忆术	jiyishu
记忆搜索	jiyisousuo
记忆细胞	jiyixibao
记忆系统	jiyixitong
记忆增强	jiyizengqiang
肌移植功能重建术	jiyizhigongnengchongjianshu
肌移植术	jiyizhishu
肌移植物	jiyizhiwu
记忆组织	jiyizuzhi
基因簇	jiyincu
基因带	jiyindai
基因定位	jiyindingwei
基因多效性	jiyinduoxiaoxing
基因固定	jiyinguding
基因家族	jiyinjiazu
基因间	jiyinjian
基因间序列	jiyinjianxulie
基因拷贝	jiyinkaobei
基因库	jiyinku
基因扩增	jiyinkuozeng
基因流动	jiyinliudong
基因内互补	jiyinneihubu
基因频率	jiyinpinlv
基因枪	jiyinqiang
基因顺序	jiyinshunxu
基因探针	jiyintanzhen
基因图	jiyintu
基因文库	jiyinwenku
基因线	jiyinxian
基因型	jiyinxing
基因诊断	jiyinzhenduan
基因置换	jiyinzhihuan
基因治疗	jiyinzhiliao
基因转移	jiyinzhuanyi
基因组	jiyinzu
基因组探针	jiyinzutanzhen
基因组文库	jiyinzuwenku
基因座	jiyinzuo
基因座连锁分析	jiyinzuoliansuofenxi
基因作图	jiyinzuotu
蓟罂粟	jiyingsu
蓟罂粟根	jiyingsugen
蓟罂粟子	jiyingsuzi
鸡油菌	jiyoujun
鲚鱼	jiyu
鲫鱼	jiyu
鲫鱼胆	jiyudan
鲫鱼骨	jiyugu
积瘀化热证	jiyuhuarezheng
鲫鱼脑	jiyunao
鲫鱼头	jiyutou
鲫鱼子	jiyuzi
肌原纤维	jiyuanxianwei
激越性抑郁症	jiyuexingyiyuzheng
急躁易怒	jizaoyinu
鸡掌七	jizhangqi
棘针	jizhen
急诊处理	jizhenchuli
急诊肝移植	jizhenganyizhi
急诊空运中心	jizhenkongyunzhongxin
急诊医疗体系	jizhenyiliaotixi
急诊医学	jizhenyixue
肌质	jizhi
基质	jizhi
极质	jizhi
积滞病	jizhibing
及治病三年	jizhibingsannian
基质结石	jizhijieshi
基质类囊体	jizhileinangti
基质片层	jizhipianceng
基质启动学说	jizhiqidongxueshuo
积滞伤胃证	jizhishangweizheng
肌质网	jizhiwang
集中练习	jizhonglianxi
集中量数	jizhongliangshu
集中趋势	jizhongqushi
集中性沉思	jizhongxingchensi
脊柱侧弯	jizhucewan
脊柱后凸	jizhuhoutu
脊柱后凸侧弯	jizhuhoutucewan
脊柱旁胸廓成形术	jizhupangxiongkuochengxingshu
脊柱前凸	jizhuqiantu
脊柱推拿疗法	jizhutuinaliaofa
鸡爪参	jizhuacan
鸡爪草	jizhuacao
鸡爪花	jizhuahua
鸡爪簕	jizhuale
鸡爪槭	jizhuaqi
鸡爪芹	jizhuaqin
鸡爪乌	jizhuawu
鸡爪芋	jizhuayu
鸡爪枝皮	jizhuazhipi
肌转移功能重建术	jizhuanyigongnengchongjianshu
棘状外瓶霉	jizhuangwaipingmei
脊椎骨骺发育不良	jizhuiguhoufayubuliang
脊椎滑脱	jizhuihuatuo
脊椎麻醉	jizhuimazui
脊椎前移	jizhuiqianyi
脊椎小关节综合征	jizhuixiaoguanjiezonghezheng
鸡肫草	jizhuncao
鸡子	jizi
鸡子白	jizibai
麂子草	jizicao
鸡子黄	jizihuang
鸡子壳	jizike
家白蚁	jiabaiyi
夹板卡环	jiabankahuan
颊板区	jiabanqu
假孢囊	jiabaonang
甲苯胺蓝	jiabenanlan
甲变色	jiabianse
瘕病	jiabing
甲剥离	jiaboli
颊侧翼缘	jiaceyiyuan
甲床积脓	jiachuangjinong
假刺藤	jiaciteng
加德纳综合征	jiadenazonghezheng
家独行菜	jiaduxingcai
假二倍体	jiaerbeiti
甲肥厚	jiafeihou
甲分裂	jiafenlie
加盖术	jiagaishu
加工水平	jiagongshuiping
加工信号	jiagongxinhao
假关节	jiaguanjie
假关节形成	jiaguanjiexingcheng
伽果	jiaguo
荚果蕨贯众	jiaguojueguanzhong
架环	jiahuan
甲基丙二酸尿症	jiajibingersuanniaozheng
甲基丙烯酸甲酯树脂	jiajibingxisuanjiazhishuzhi
甲基绿	jiajilv
甲基紫	jiajizi
加减复脉汤	jiajianfumaitang
加减生脉散	jiajianshengmaisan
加减葳蕤汤	jiajianweiruitang
颊间隙	jiajianxi
加减运用在胸中	jiajianyunyongzaixiongzhong
假结核结节	jiajiehejiejie
颊颈嵴	jiajingji
假蒟	jiaju
瘕聚	jiaju
假蒟根	jiajugen
假蒟子	jiajuzi
瘕块硬结	jiakuaiyingjie
加拉碘铵	jialadianan
假连翘	jialianqiao
假连翘叶	jialianqiaoye
假两性畸形	jialiangxingjixing
假令得纯弦脉者死	jialingdechunxianmaizhesi
假令脉来微去大故名反	jialingmailaiweiqudagumingfan
假令下利	jialingxiali
假耧斗菜	jialoudoucai
家麻树	jiamashu
加帽蛋白	jiamaodanbai
加帽位点	jiamaoweidian
荚蒾	jiami
荚蒾根	jiamigen
颊面	jiamian
颊面管	jiamianguan
假膜性炎	jiamoxingyan
假木豆	jiamudou
假木通	jiamutong
加拿大一枝黄花	jianadayizhihuanghua
荚囊蕨	jianangjue
加涅学习模式	jianiexueximoshi
甲胬肉	jianurou
甲哌卡因	jiapaikayin
假蹼形成	jiapuxingcheng
加强创伤生命支持	jiaqiangchuangshangshengmingzhichi
加强剂量	jiaqiangjiliang
加强生命支持	jiaqiangshengmingzhichi
