阿老	alao
吴宏	wuhong
吴红虹	wuhonghong
吴厚斌	wuhoubin
吴湖帆	wuhufan
邬华敏	wuhuamin
吴华源	wuhuayuan
吴怀峰	wuhuaifeng
雾灰	wuhui
吴惠明	wuhuiming
吴翦	wujian
吴兼山	wujianshan
吴坚祥	wujianxiang
武剑钊	wujianzhao
武建政	wujianzheng
吴劲潮	wujinchao
武静波	wujingbo
吴静涵	wujinghan
吴镜汀	wujingting
吴静雨	wujingyu
巫俊	wujun
巫峻	wujun
武俊	wujun
吴俊臣	wujunchen
雾蓝	wulan
伍礼	wuli
吴历	wuli
吴烈勇	wulieyong
伍琳	wulin
屋漏痕	wulouhen
邬璐娜	wuluna
勿绿	wulv
吴履	wulv
吴民本	wuminben
武明明	wumingming
乌目山人	wumushanren
吴奇志	wuqizhi
吴强春	wuqiangchun
吴琴木	wuqinmu
吴青山	wuqingshan
吴青霞	wuqingxia
吴晴岩	wuqingyan
吴庆云	wuqingyun
巫秋基	wuqiuji
乌日金	wurijin
五瑞图	wuruitu
邬瑞瑶	wuruiyao
武山水帘洞壁画	wushanshuiliandongbihua
吴世平	wushiping
吴石仙	wushixian
吴仕响	wushixiang
吴守峰	wushoufeng
吴树栋	wushudong
吴淑君	wushujun
乌叔养	wushuyang
吴霜嵘	wushuangrong
吴斯嘉	wusijia
五台山佛光寺壁画	wutaishanfoguangsibihua
五台山南山寺壁画	wutaishannanshansibihua
吴天章	wutianzhang
吴铁声	wutiesheng
吴伟	wuwei
武微波	wuweibo
武威雷台东汉墓壁画	wuweileitaidonghanmubihua
武威五坝山汉墓壁画	wuweiwubashanhanmubihua
巫维轩	wuweixuan
武文建	wuwenjian
吴文旭	wuwenxu
吴文野	wuwenye
武小锋	wuxiaofeng
武小慧	wuxiaohui
吴孝文	wuxiaowen
吴兴亮	wuxingliang
吴炫三	wuxuansan
武雪丽	wuxueli
吴雪妹	wuxuemei
吴亚卓	wuyazhuo
吴彦怀	wuyanhuai
吴燕生	wuyansheng
武耀宗	wuyaozong
午夜蓝	wuyelan
吴乙古	wuyigu
吴壹华	wuyihua
吴义江	wuyijiang
吴以强	wuyiqiang
吴义英	wuyiying
吴银杉	wuyinshan
武英扬	wuyingyang
吴永建	wuyongjian
邬永柳	wuyongliu
武永年	wuyongnian
吴悠	wuyou
吴又和	wuyouhe
吴宇芳	wuyufang
吴宇方	wuyufang
吴玉麟	wuyulin
吴玉梅	wuyumei
吴宇棠	wuyutang
吴玉柱	wuyuzhu
吴元瑜	wuyuanyu
武元直	wuyuanzhi
吴恽	wuyun
武云超	wuyunchao
吴择姝	wuzeshu
武增宏	wuzenghong
务旃	wuzhan
吴瞻淇	wuzhanqi
吴瞻泰	wuzhantai
吴瞻原	wuzhanyuan
吴璋	wuzhang
伍章庆	wuzhangqing
吴镇	wuzhen
吴震伯	wuzhenbo
吴振明	wuzhenming
伍振权	wuzhenquan
吴徵	wuzheng
吴志猛	wuzhimeng
吴仲圭	wuzhonggui
吴中秋	wuzhongqiu
巫子强	wuziqiang
吴子深	wuzishen
武宗元	wuzongyuan
吴祖年	wuzunian
西安东岳庙壁画	xiandongyuemiaobihua
西安隋唐墓壁画	xiansuitangmubihua
习地	xidi
西瓜红	xiguahong
席湖	xihu
西画东渐	xihuadongjian
席欢	xihuan
淅甲沥粉法	xijialifenfa
席凯来	xikailai
锡克沁千佛洞壁画	xikeqinqianfodongbihua
细密画	ximihua
溪南八景图册	xinanbajingtuce
洗水白	xishuibai
西夏号陵壁画	xixiahaolingbihua
西夏石窟壁画	xixiashikubihua
西岩藏云图	xiyancangyuntu
细叶脉	xiyemai
细雨虬松图	xiyuqiusongtu
奚忠恕	xizhongshu
夏葆元	xiabaoyuan
夏昶	xiachang
夏春辉	xiachunhui
夏圭	xiagui
夏加尔	xiajiaer
夏坚贞	xiajianzhen
夏俊娜	xiajunna
夏理斌	xialibin
夏立业	xialiye
夏林宽	xialinkuan
夏令涛	xialingtao
夏淼	xiamiao
夏培耀	xiapeiyao
夏日女人茶	xiarinvrencha
虾肉色	xiarouse
夏山图	xiashantu
夏喜智	xiaxizhi
夏晓红	xiaxiaohong
夏兴元	xiaxingyuan
夏禹玉	xiayuyu
夏祖亮	xiazuliang
瞎尊者	xiazunzhe
现成物	xianchengwu
现代工笔	xiandaigongbi
现代艺术	xiandaiyishu
鲜粉红	xianfenhong
鲜蓝	xianlan
显露隠含	xianluyinhan
先铺后染	xianpuhouran
先染后铺	xianranhoupu
仙人峰	xianrenfeng
仙山楼阁图	xianshanlougetu
鲜桃红	xiantaohong
冼小前	xianxiaoqian
鲜锈红	xianxiuhong
咸阳唐苏君墓壁画	xianyangtangsujunmubihua
先茔图	xianyingtu
鲜紫	xianzi
向标	xiangbiao
向伯纯	xiangbochun
向步云	xiangbuyun
香草绿	xiangcaolv
项诚学	xiangchengxue
项而躬	xiangergong
香粉红	xiangfenhong
镶覆	xiangfu
香瓜橙	xiangguacheng
乡宁千佛洞壁画	xiangningqianfodongbihua
橡皮红	xiangpihong
向庆华	xiangqinghua
象牙黑	xiangyahei
象牙黄	xiangyahuang
象征主义	xiangzhengzhuyi
肖宝云	xiaobaoyun
萧伯玉	xiaoboyu
萧琛	xiaochen
小乘客	xiaochengke
肖成章	xiaochengzhang
肖大勇	xiaodayong
肖栋昆	xiaodongkun
肖丰	xiaofeng
小斧劈	xiaofupi
小斧劈皴	xiaofupicun
肖谷	xiaogu
小华峰	xiaohuafeng
小混点	xiaohundian
肖骥波	xiaojibo
肖继东	xiaojidong
小间大	xiaojianda
肖景志	xiaojingzhi
萧俊贤	xiaojunxian
肖克刚	xiaokegang
肖宽	xiaokuan
肖孟江	xiaomengjiang
萧沛苍	xiaopeicang
萧鹏	xiaopeng
肖芊	xiaoqian
肖千	xiaoqian
萧谦中	xiaoqianzhong
小山画谱	xiaoshanhuapu
萧盛福	xiaoshengfu
肖世扬	xiaoshiyang
萧淑芳	xiaoshufang
肖涛生	xiaotaosheng
萧涛生	xiaotaosheng
萧翁	xiaoweng
肖笑言	xiaoxiaoyan
萧愻	xiaoxun
萧瑶	xiaoyao
肖瑶宁	xiaoyaoning
孝义梁家庄元墓壁画	xiaoyiliangjiazhuangyuanmubihua
小翼羽	xiaoyiyu
肖永超	xiaoyongchao
萧友法	xiaoyoufa
肖玉明	xiaoyuming
肖悦	xiaoyue
萧云从	xiaoyuncong
萧云松	xiaoyunsong
萧照	xiaozhao
谢彬	xiebin
谢秉钧	xiebingjun
谢常勇	xiechangyong
谢成水	xiechengshui
谢楚余	xiechuyu
谢东明	xiedongming
谢逢春	xiefengchun
谢关键	xieguanjian
谢赫	xiehe
谢恒星	xiehengxing
谢环	xiehuan
谢楫年	xiejinian
谢家模	xiejiamo
谢建德	xiejiande
谢建中	xiejianzhong
谢晋璋	xiejinzhang
谢理常	xielichang
谢立俭	xielijian
谢麟	xielin
谢木凡	xiemufan
谢南星	xienanxing
谢雱	xiepang
谢鹏程	xiepengcheng
谢润	xierun
谢森	xiesen
写生揣意	xieshengchuaiyi
谢述先	xieshuxian
谢叔宜	xieshuyi
谢荪	xiesun
谢伟兴	xieweixing
谢小健	xiexiaojian
谢孝珍	xiexiaozhen
谢兴伟	xiexingwei
谢耀庭	xieyaoting
写意花鸟	xieyihuaniao
写意翎毛	xieyilingmao
写意人物	xieyirenwu
写意山水	xieyishanshui
谢永	xieyong
谢永熙	xieyongxi
谢源璜	xieyuanhuang
蟹爪树法	xiezhaoshufa
蟹爪枝	xiezhaozhi
谢珍珠	xiezhenzhu
谢稚柳	xiezhiliu
新宝兰	xinbaolan
新大红	xindahong
新粉橙	xinfencheng
新粉红	xinfenhong
新古典主义	xingudianzhuyi
新海蓝	xinhailan
忻海洲	xinhaizhou
新和托呼拉洞窟壁画	xinhetuohuladongkubihua
新红色	xinhongse
辛家峰	xinjiafeng
新绛稷益庙壁画	xinjiangjiyimiaobihua
新绛南范庄金墓壁画	xinjiangnanfanzhuangjinmubihua
新绛吴岭庄元墓壁画	xinjiangwulingzhuangyuanmubihua
新津观音寺壁画	xinjinguanyinsibihua
新军绿	xinjunlv
辛莽	xinmang
新米白	xinmibai
新嫩黄	xinnenhuang
新天蓝	xintianlan
新文人画	xinwenrenhua
新艳绿	xinyanlv
欣一	xinyi
新印象画派	xinyinxianghuapai
新印象派	xinyinxiangpai
新造型主义	xinzaoxingzhuyi
邢波	xingbo
幸代远	xingdaiyuan
杏甫	xingfu
杏复黑	xingfuhei
杏复紫	xingfuzi
邢会民	xinghuimin
刑健健	xingjianjian
刑俊勤	xingjunqin
杏克色	xingkese
星空蓝	xingkonglan
醒勒	xingle
邢琏	xinglian
醒染	xingran
邢若明	xingruoming
邢山山	xingshanshan
行书七言联	xingshuqiyanlian
杏驼	xingtuo
杏王	xingwang
性性黑	xingxinghei
邢亚梅	xingyamei
邢仪	xingyi
邢义君	xingyijun
杏园东汉墓壁画	xingyuandonghanmubihua
行云流水描	xingyunliushuimiao
熊伯齐	xiongboqi
熊长虹	xiongchanghong
熊德琴	xiongdeqin
熊继雨	xiongjiyu
熊开元	xiongkaiyuan
熊莉钧	xionglijun
熊宇	xiongyu
熊兆瑞	xiongzhaorui
胸中逸气	xiongzhongyiqi
锈橙	xiucheng
锈红	xiuhong
修拉	xiula
秀石疏林图	xiushishulintu
徐阿森	xuasen
徐爱侠	xuaixia
徐跋骋	xubacheng
许宝中	xubaozhong
徐悲鸿	xubeihong
徐丙旭	xubingxu
徐浡君	xubojun
徐操	xucao
徐崇嗣	xuchongsi
徐川青	xuchuanqing
徐大为	xudawei
许道宁	xudaoning
徐东林	xudonglin
虚而灵	xuerling
许奋	xufen
徐甫生	xufusheng
徐改之	xugaizhi
徐公度	xugongdu
虚谷	xugu
徐光弟	xuguangdi
徐光第	xuguangdi
徐光培	xuguangpei
许广专	xuguangzhuan
徐贵忠	xuguizhong
许国钰	xuguoyu
许翰政	xuhanzheng
续鹤贤	xuhexian
徐泓滨	xuhongbin
许洪涛	xuhongtao
续画品	xuhuapin
许华秀	xuhuaxiu
徐怀芳	xuhuaifang
徐黄异体	xuhuangyiti
徐加昌	xujiachang
许家德	xujiade
徐珈惠	xujiahui
徐加茂	xujiamao
徐坚白	xujianbai
许金国	xujinguo
徐敬鹏	xujingpeng
徐觉伟	xujuewei
许钧棒	xujunbang
徐俊东	xujundong
徐俊卿	xujunqing
胥可	xuke
徐乐乐	xulele
徐里	xuli
徐立中	xulizhong
许林涛	xulintao
徐毛毛	xumaomao
徐茂平	xumaoping
许敏雄	xuminxiong
徐明华	xuminghua
徐牧原	xumuyuan
许琦	xuqi
许乔昌	xuqiaochang
徐乔建	xuqiaojian
徐勤学	xuqinxue
徐青峰	xuqingfeng
许荣初	xurongchu
徐尚馨	xushangxin
许世辉	xushihui
徐石雪	xushixue
许守镇	xushouzhen
许硕	xushuo
徐苏平	xusuping
徐祟嗣	xusuisi
徐天离	xutianli
徐渭	xuwei
徐伟德	xuweide
徐伟利	xuweili
徐微强	xuweiqiang
徐唯辛	xuweixin
徐唯新	xuweixin
徐维辛	xuweixin
徐文光	xuwenguang
徐熙	xuxi
徐夏林	xuxialin
徐小昆	xuxiaokun
许晓鹏	xuxiaopeng
许孝诗	xuxiaoshi
许辛	xuxin
徐新奇	xuxinqi
徐新武	xuxinwu
胥幸福	xuxingfu
徐修凯	xuxiukai
徐延平	xuyanping
徐燕孙	xuyansun
徐嬿婷	xuyanting
徐衍伟	xuyanwei
徐彦洲	xuyanzhou
徐垚	xuyao
徐一斓	xuyilan
许英辉	xuyinghui
许英来	xuyinglai
徐应泉	xuyingquan
许英特	xuyingte
许永康	xuyongkang
徐友富	xuyoufu
许雨仁	xuyuren
徐远生	xuyuansheng
胥远香	xuyuanxiang
虚斋名画录	xuzhaiminghualu
徐璋	xuzhang
徐章明	xuzhangming
徐兆前	xuzhaoqian
徐桢	xuzhen
徐志伟	xuzhiwei
徐志远	xuzhiyuan
徐忠波	xuzhongbo
许忠华	xuzhonghua
徐梓峻	xuzijun
徐子桥	xuziqiao
宣和画谱	xuanhehuapu
宣和装	xuanhezhuang
宣化辽墓壁画	xuanhualiaomubihua
宣坚强	xuanjianqiang
宣新民	xuanxinmin
宣新明	xuanxinming
悬针	xuanzhen
薛保瑕	xuebaoxia
薛昌河	xuechanghe
薛国平	xueguoping
薛国强	xueguoqiang
薛海	xuehai
薛昊	xuehao
雪红	xuehong
薛稷	xueji
薛墨	xuemo
雪葩	xuepa
雪坪子	xuepingzi
薛仁	xueren
薛亚军	xueyajun
薛雁群	xueyanqun
薛耀军	xueyaojun
薛幼春	xueyouchun
雪渔	xueyu
薛智国	xuezhiguo
雪竹图	xuezhutu
熏翠轩	xuncuixuan
薰衣草紫	xunyicaozi
雅典蓝	yadianlan
雅典绿	yadianlv
砑画	yahua
压角章	yajiaozhang
鸭蓝	yalan
亚丽	yali
芽绿	yalv
亚明	yaming
砑装	yazhuang
烟白	yanbai
闫博	yanbo
阎博	yanbo
颜伯龙	yanbolong
阏伯台壁画	yanbotaibihua
岩彩	yancai
岩彩画	yancaihua
颜成彪	yanchengbiao
艳橙红	yanchenghong
燕春晓	yanchunxiao
阎次平	yanciping
阎次于	yanciyu
颜地	yandi
烟断匡庐图扇	yanduankuanglutushan
阎飞	yanfei
燕飞翔	yanfeixiang
阎凤成	yanfengcheng
岩夫	yanfu
晏国波	yanguobo
鄢和曦	yanhexi
闫珩	yanheng
闫虎	yanhu
艳黄	yanhuang
颜辉	yanhui
严家宽	yanjiakuan
闫江	yanjiang
燕杰	yanjie
闫金金	yanjinjin
闫金山	yanjinshan
艳蓝	yanlan
严力	yanli
阎立本	yanliben
阎立德	yanlide
严林芳	yanlinfang
阎玲	yanling
严梅	yanmei
燕美侬	yanmeinong
严培明	yanpeiming
阎毗	yanpi
闫萍	yanping
闫平	yanping
阎萍	yanping
严荣滨	yanrongbin
烟润	yanrun
阎世宏	yanshihong
言师仲	yanshizhong
颜铁铮	yantiezheng
闫同林	yantonglin
燕文贵	yanwengui
颜文梁	yanwenliang
阎文喜	yanwenxi
阎向东	yanxiangdong
闫祥田	yanxiangtian
阎晓庆	yanxiaoqing
严雄梅	yanxiongmei
燕娅娅	yanyaya
颜勇金	yanyongjin
颜苑馨	yanyuanxin
严湛	yanzhan
阎振铎	yanzhenduo
严智龙	yanzhilong
阎仲	yanzhong
淹渍	yanzi
杨伯润	yangborun
杨参军	yangcanjun
杨成国	yangchengguo
杨成寅	yangchengyin
杨成愿	yangchengyuan
杨冲霄	yangchongxiao
杨大鹏	yangdapeng
杨大全	yangdaquan
杨得聆	yangdeling
杨得清	yangdeqing
杨登雄	yangdengxiong
杨涤江	yangdijiang
杨尔驹	yangerju
杨法	yangfa
杨福徐	yangfuxu
杨钢	yanggang
阳高云林寺壁画	yanggaoyunlinsibihua
杨戈	yangge
杨光素	yangguangsu
杨国辛	yangguoxin
杨国新	yangguoxin
杨寒梅	yanghanmei
杨寒松	yanghansong
杨浩平	yanghaoping
杨浩石	yanghaoshi
洋红	yanghong
杨红太	yanghongtai
杨骅	yanghua
氧化铬绿	yanghuagelv
杨惠珺	yanghuijun
杨惠民	yanghuimin
杨继德	yangjide
杨佳樱	yangjiaying
杨家勇	yangjiayong
阳建德	yangjiande
杨建功	yangjiangong
杨健健	yangjianjian
杨建京	yangjianjing
杨建明	yangjianming
杨健男	yangjiannan
杨兼正	yangjianzheng
仰角透视法	yangjiaotoushifa
杨晋	yangjin
杨金生	yangjinsheng
杨金宇	yangjinyu
杨竟成	yangjingcheng
杨景芝	yangjingzhi
杨九根	yangjiugen
杨九云	yangjiuyun
杨克山	yangkeshan
杨娌娅	yangliya
羊烈	yanglie
杨柳青画社	yangliuqinghuashe
杨柳浴禽图	yangliuyuqintu
杨卯	yangmao
羊毛白	yangmaobai
杨茂源	yangmaoyuan
杨美艳	yangmeiyan
杨墨音	yangmoyin
杨乃美	yangnaimei
杨念一	yangnianyi
杨欧	yangou
杨培钊	yangpeizhao
扬茜	yangqian
杨乾钊	yangqianzhao
杨庆义	yangqingyi
阳泉关帝庙壁画	yangquanguandimiaobihua
杨善深	yangshanshen
杨绍军	yangshaojun
杨绍路	yangshaolu
杨少彤	yangshaotong
杨升	yangsheng
杨生丁	yangshengding
杨识宏	yangshihong
杨世梁	yangshiliang
杨士贤	yangshixian
杨世艳	yangshiyan
杨受安	yangshouan
杨述	yangshu
杨双庆	yangshuangqing
杨顺泰	yangshuntai
杨思陶	yangsitao
杨松寿	yangsongshou
杨素明	yangsuming
杨弢	yangtao
杨天问	yangtianwen
杨庭光	yangtingguang
杨万忠	yangwanzhong
杨为	yangwei
杨卫平	yangweiping
杨文斌	yangwenbin
杨文萍	yangwenping
杨文胜	yangwensheng
扬无咎	yangwujiu
杨熙志	yangxizhi
杨贤飞	yangxianfei
洋县良马寺壁画	yangxianliangmasibihua
杨先平	yangxianping
杨贤艺	yangxianyi
杨小兵	yangxiaobing
杨晓鲁	yangxiaolu
杨潇湘	yangxiaoxiang
杨小彦	yangxiaoyan
杨晓艺	yangxiaoyi
杨新伟	yangxinwei
杨兴生	yangxingsheng
杨雄伟	yangxiongwei
杨学光	yangxueguang
杨勋	yangxun
杨勋硕	yangxunshuo
杨艳芳	yangyanfang
杨严囊	yangyannang
杨彦懿	yangyanyi
杨尧	yangyao
杨怡凡	yangyifan
杨一江	yangyijiang
杨永家	yangyongjia
杨永仁	yangyongren
杨毓进	yangyujin
杨玉泉	yangyuquan
杨月强	yangyueqiang
杨云辉	yangyunhui
杨芷	yangzhi
杨志高	yangzhigao
杨之光	yangzhiguang
扬州博物馆	yangzhoubowuguan
扬州胡场汉墓壁画	yangzhouhuchanghanmubihua
扬州画苑录	yangzhouhuayuanlu
杨宗军	yangzongjun
杨祖述	yangzushu
杨作霖	yangzuolin
姚重庆	yaochongqing
姚尔畅	yaoerchang
姚建军	yaojianjun
姚锦发	yaojinfa
姚金凌	yaojinling
姚俊中	yaojunzhong
姚铭	yaoming
姚巧云	yaoqiaoyun
姚秦	yaoqin
姚榕华	yaoronghua
姚绍民	yaoshaomin
姚胜荣	yaoshengrong
姚世璧	yaoshibi
姚舜熙	yaoshunxi
幺天泰	yaotiantai
姚廷美	yaotingmei
姚夏宁	yaoxianing
姚晓玫	yaoxiaomei
姚学兵	yaoxuebing
姚有多	yaoyouduo
姚振学	yaozhenxue
姚志伟	yaozhiwei
姚宗浩	yaozonghao
幺祖懿	yaozuyi
叶爱民	yeaimin
叶滨	yebin
叶城棋盘千佛洞壁画	yechengqipanqianfodongbihua
叶恒贵	yehenggui
叶剑青	yejianqing
叶筋	yejin
叶经新	yejingxin
夜兰	yelan
叶立夫	yelifu
叶力萌	yelimeng
耶律倍	yelvbei
叶苗田	yemiaotian
叶培基	yepeiji
叶丕祥	yepixiang
叶琪	yeqi
叶其璋	yeqizhang
叶浅予	yeqianyu
叶强	yeqiang
叶若海	yeruohai
夜色蓝	yeselan
叶圣琴	yeshengqin
野兽派	yeshoupai
叶松青	yesongqing
叶伟夫	yeweifu
叶武林	yewulin
叶锡祚	yexizuo
叶献民	yexianmin
叶肖岩	yexiaoyan
叶欣	yexin
野逸派	yeyipai
叶鹰宇	yeyingyu
叶勇	yeyong
叶正昌	yezhengchang
叶之琦	yezhiqi
叶竹盛	yezhusheng
野紫色	yezise
叶左韬	yezuotao
夷白堂	yibaitang
意大利蓝	yidalilan
伊德尔	yideer
颐公	yigong
仪顾堂序跋	yigutangxuba
一壑泉声图	yihequanshengtu
一画了矣	yihualeyi
一画明	yihuaming
一画章	yihuazhang
一画者	yihuazhe
一画之法	yihuazhifa
伊慧	yihui
一杰	yijie
易晶	yijing
意蓝	yilan
意临	yilin
伊林春	yilinchun
伊灵	yiling
蚁美楷	yimeikai
意明笔透	yimingbitou
以墨代色	yimodaise
伊茹罕	yiruhan
一色式装裱	yiseshizhuangbiao
易雯	yiwen
伊贤彬	yixianbin
义县奉国寺壁画	yixianfengguosibihua
伊玄	yixuan
乙妍	yiyan
易艺源	yiyiyuan
易英	yiying
易鹰	yiying
易永辉	yiyonghui
易元吉	yiyuanji
一枝阁	yizhige
益州名画录	yizhouminghualu
尹呈忠	yinchengzhong
尹大河	yindahe
殷代奎	yindaikui
印第安红	yindianhong
印定才	yindingcai
印度黄	yinduhuang
尹国光	yinguoguang
尹国良	yinguoliang
尹洪	yinhong
殷洪	yinhong
银灰绿	yinhuilv
隐款	yinkuan
音茗	yinming
尹佩	yinpei
尹鹏飞	yinpengfei
尹齐	yinqi
阴晴各异	yinqinggeyi
尹戎生	yinrongsheng
殷锐松	yinruisong
引首	yinshou
尹瘦石	yinshoushi
尹向东	yinxiangdong
印象画派	yinxianghuapai
尹小斌	yinxiaobin
阴晓雪	yinxiaoxue
尹欣	yinxin
印宣	yinxuan
尹雁华	yinyanhua
殷燕祥	yinyanxiang
尹扬华	yinyanghua
阴阳向背	yinyangxiangbei
尹宇宁	yinyuning
尹朝阳	yinzhaoyang
殷智群	yinzhiqun
殷仲咨	yinzhongzi
殷梓湘	yinzixiang
印宗秦汉	yinzongqinhan
尹佐民	yinzuomin
硬边艺术	yingbianyishu
营城子汉墓壁画	yingchengzihanmubihua
映光壁画	yingguangbihua
荧光橙	yingguangcheng
莹光橙	yingguangcheng
荧光绿	yingguanglv
莹光绿	yingguanglv
荧光色	yingguangse
英国红	yingguohong
荧黄	yinghuang
茔绿	yinglv
荧绿	yinglv
莹绿	yinglv
瘿瓢	yingpiao
应歧	yingqi
应世明	yingshiming
应县净土寺壁画	yingxianjingtusibihua
应小杰	yingxiaojie
应野平	yingyeping
永春纸织画	yongchunzhizhihua
永靖炳灵寺石窟壁画	yongjingbinglingsishikubihua
永乐宫壁画	yonglegongbihua
雍林	yonglin
永宁寺佛塔塔基壁画	yongningsifotatajibihua
有剥落	youboluo
有冲霄	youchongxiao
有嵯峨	youcuoe
游东醌	youdongkun
有丰致	youfengzhi
幽谷蓝	yougulan
游海明	youhaiming
游华阳山图	youhuayangshantu
游健	youjian
尤开民	youkaimin
有漓岏	youliwan
尤美玲	youmeiling
游敏	youmin
有磅礴	youpangbo
有飘缈	youpiaomiao
有奇峭	youqiqiao
有潜伏	youqianfu
游守中	youshouzhong
游丝描	yousimiao
幽溪垂钓图	youxichuidiaotu
有险峻	youxianjun
右玉宝宁寺壁画	youyubaoningsibihua
有崱屴	youzeli
游正烽	youzhengfeng
邮政绿	youzhenglv
于阿军	yuajun
于艾君	yuaijun
于安东	yuandong
余超	yuchao
余陈	yuchen
俞成浩	yuchenghao
俞成辉	yuchenghui
于成松	yuchengsong
余承志	yuchengzhi
榆次明墓壁画	yucimingmubihua
于达	yuda
喻丹诺	yudannuo
俞涤凡	yudifan
雨点皴	yudiancun
余都	yudou
羽豆紫	yudouzi
于方浦	yufangpu
于非闇	yufeian
于非厂	yufeichang
瘀粉红	yufenhong
于福庚	yufugeng
渔夫图	yufutu
渔父图	yufutu
于桂元	yuguiyuan
余含兮	yuhanxi
余杭看山图卷	yuhangkanshantujuan
瘀红	yuhong
鬻画	yuhua
余华珍	yuhuazhen
喻慧	yuhui
喻继高	yujigao
余继平	yujiping
俞剑华	yujianhua
俞可	yuke
于克敏	yukemin
俞乐孙	yulesun
俞乐逊	yulexun
余力茵	yuliyin
榆林窟壁画	yulinkubihua
玉绿	yulv
于美玲	yumeiling
玉门昌马石窟壁画	yumenchangmashikubihua
玉米黄	yumihuang
于明雷	yuminglei
于彭	yupeng
于普洁	yupujie
于荣国	yurongguo
语山和尚	yushanheshang
余尚泓	yushanghong
余绍宋	yushaosong
余省	yusheng
于生文	yushengwen
于省吾	yushengwu
玉石白	yushibai
余世芳	yushifang
玉树文成公主庙壁画	yushuwenchenggongzhumiaobihua
余素政	yusuzheng
余统章	yutongzhang
於薇	yuwei
欲下先上	yuxiaxianshang
余湘治	yuxiangzhi
于小东	yuxiaodong
玉屑皴	yuxiecun
毓鑫	yuxin
余旭鸿	yuxuhong
于学志	yuxuezhi
于瀛洲	yuyingzhou
于泳华	yuyonghua
于永强	yuyongqiang
欲右先左	yuyouxianzuo
于远廷	yuyuanting
俞云阶	yuyunjie
喻振海	yuzhenhai
于振立	yuzhenli
羽枝	yuzhi
禹之鼎	yuzhiding
余之钦	yuzhiqin
余致贞	yuzhizhen
俞致贞	yuzhizhen
俞中保	yuzhongbao
羽轴	yuzhou
于祖培	yuzupei
原白	yuanbai
元代山水	yuandaishanshui
员炖	yuandun
元冯道真墓壁画	yuanfengdaozhenmubihua
原夫	yuanfu
袁广	yuanguang
苑广华	yuanguanghua
袁国浩	yuanguohao
远航白	yuanhangbai
袁慧铭	yuanhuiming
袁吉中	yuanjizhong
袁佳	yuanjia
袁江	yuanjiang
袁俐	yuanli
袁黎鸣	yuanliming
袁培基	yuanpeiji
元圃方壶	yuanpufanghu
袁勤华	yuanqinhua
袁荣明	yuanrongming
远山法	yuanshanfa
原绍温	yuanshaowen
元四家	yuansijia
院体画风	yuantihuafeng
鸢尾蓝	yuanweilan
袁文彬	yuanwenbin
原武温穆王墓壁画	yuanwuwenmuwangmubihua
袁晓舫	yuanxiaofang
袁耀	yuanyao
袁耀锷	yuanyaoe
袁跃敏	yuanyuemin
袁运生	yuanyunsheng
袁正阳	yuanzhengyang
元朱文	yuanzhuwen
月光蓝	yueguanglan
岳归堂	yueguitang
岳凯	yuekai
岳敏君	yueminjun
粤山人	yueshanren
岳首群	yueshouqun
月仪帖	yueyitie
岳婴	yueying
运笔运腕	yunbiyunwan
恽格	yunge
云流水描	yunliushuimiao
恽圻苍	yunqicang
运情摹景	yunqingmojing
晕染	yunran
晕染法	yunranfa
恽寿平	yunshouping
云台峰	yuntaifeng
云头皴	yuntoucun
运腕章	yunwanzhang
云维英	yunweiying
杂朗敏珠林寺壁画	zalangminzhulinsibihua
再廷	zaiting
再育	zaiyu
臧尔康	zangerkang
臧林川	zanglinchuan
臧永杰	zangyongjie
枣核描	zaohemiao
曾庆明	zengqingming
扎朗桑鸢寺主殿壁画	zhalangsangyuansizhudianbihua
翟爽	zhaishuang
翟欣建	zhaixinjian
翟一	zhaiyi
詹保国	zhanbaoguo
战笔	zhanbi
战笔水纹描	zhanbishuiwenmiao
詹鸿昌	zhanhongchang
詹建俊	zhanjianjun
詹锦川	zhanjinchuan
詹金水	zhanjinshui
詹维克	zhanweike
詹学富	zhanxuefu
詹学军	zhanxuejun
展子虔	zhanziqian
张爱平	zhangaiping
张爱思	zhangaisi
张霭维	zhangaiwei
张安君	zhanganjun
张八股	zhangbagu
章犇	zhangben
张笨山	zhangbenshan
张濒	zhangbin
张炳堂	zhangbingtang
张昌富	zhangchangfu
张昌贵	zhangchanggui
张晨初	zhangchenchu
张成久	zhangchengjiu
张崇林	zhangchonglin
张重庆	zhangchongqing
张崇政	zhangchongzheng
张春继	zhangchunji
张春亮	zhangchunliang
张纯强	zhangchunqiang
张春迎	zhangchunying
张存良	zhangcunliang
张大刚	zhangdagang
张大力	zhangdali
张达伦	zhangdalun
张大千	zhangdaqian
张大畏	zhangdawei
张聃	zhangdan
章德甫	zhangdefu
张德宏	zhangdehong
张德禄	zhangdelu
章德平	zhangdeping
张德瑞	zhangderui
张定钊	zhangdingzhao
张东发	zhangdongfa
张恩卫	zhangenwei
张二虎	zhangerhu
张耳立	zhangerli
张尔立	zhangerli
张法根	zhangfagen
张发志	zhangfazhi
张方白	zhangfangbai
张方震	zhangfangzhen
张飞宇	zhangfeiyu
张复乘	zhangfucheng
张复利	zhangfuli
章涪陵	zhangfuling
张福权	zhangfuquan
张功悫	zhanggongque
张弓正	zhanggongzheng
张贯一	zhangguanyi
张国兵	zhangguobing
张国丰	zhangguofeng
张国刚	zhangguogang
张国龙	zhangguolong
张海鹰	zhanghaiying
