更上一层楼	gengshangyicenglou
居高声自远	jugaoshengziyuan
此地空余黄鹤楼	cidikongyuhuanghelou
不远千里而来	buyuanqianlierlai
欲饮琵琶马上催	yuyinpipamashangcui
春风不度玉门关	chunfengbuduyumenguan
明月何时照我还	mingyueheshizhaowohuan
我挥一挥衣袖	wohuiyihuiyixiu
山外青山楼外楼	shanwaiqingshanlouwailou
居庙堂之高则忧其民	jumiaotangzhigaozeyouqimin
有良田美池桑竹之属	youliangtianmeichisangzhuzhishu
沧浪之水清兮	canglangzhishuiqingxi
遍插茱萸少一人	bianchazhuyushaoyiren
气吞万里如虎	qitunwanliruhu
则孤陋而寡闻	zegulouerguawen
人面不知何处去	renmianbuzhihechuqu
视死忽如归	shisihurugui
小人同而不和	xiaorentongerbuhe
抽刀断水水更流	choudaoduanshuishuigengliu
奔流到海不复回	benliudaohaibufuhui
天生丽质难自弃	tianshenglizhinanziqi
春有百花秋有月	chunyoubaihuaqiuyouyue
轻轻的我走了	qingqingdewozoule
王师北定中原日	wangshibeidingzhongyuanri
山色空蒙雨亦奇	shansekongmengyuyiqi
更加郁郁葱葱	gengjiayuyucongcong
山明水净夜来霜	shanmingshuijingyelaishuang
民免而无耻	minmianerwuchi
虎踞龙盘今胜昔	hujulongpanjinshengxi
壮士一去兮不复还	zhuangshiyiquxibufuhai|zhuangshiyiquxibufuhuan
执手相看泪眼	zhishouxiangkanleiyan
三军可夺帅也	sanjunkeduoshuaiye
才饮长沙水	caiyinchangshashui
最是一年春好处	zuishiyinianchunhaochu
一枝红杏出墙来	yizhihongxingchuqianglai
黄鹤一去不复返	huangheyiqubufufan
飞雪迎春到	feixueyingchundao
朽木不可雕	xiumubukediao
为人谋而不忠乎	weirenmouerbuzhonghu
空山新雨后	kongshanxinyuhou
回眸一笑百媚生	huimouyixiaobaimeisheng
岁寒知松柏	suihanzhisongbai
小饼如嚼月	xiaobingrujiaoyue
曲项向天歌	quxiangxiangtiange
日暮乡关何处是	rimuxiangguanhechushi
当刮目相看	dangguamuxiangkan
我辈岂是蓬蒿人	wobeiqishipenghaoren
君子周而不比	junzizhouerbubi
客从何处来	keconghechulai
春来发几枝	chunlaifajizhi
曾益其所不能	cengyiqisuobuneng
千金散尽还复来	qianjinsanjinhuanfulai
事了拂衣去	shiliaofuyiqu|shilefuyiqu
九天开出一成都	jiutiankaichuyichengdu|jiutiankaichuyichengdou
俏也不争春	qiaoyebuzhengchun
不废江河万古流	bufeijianghewanguliu
笑问客从何处来	xiaowenkeconghechulai
铁马冰河入梦来	tiemabingherumenglai
六十而耳顺	liushierershun
二月春风似剪刀	eryuechunfengsijiandao
天街小雨润如酥	tianjiexiaoyurunrusu
直在其中矣	zhizaiqizhongyi
迢迢牵牛星	tiaotiaoqianniuxing
万物生光辉	wanwushengguanghui
人无千日好	renwuqianrihao
要留清白在人间	yaoliuqingbaizairenjian
钟山风雨起苍黄	zhongshanfengyuqicanghuang
去留肝胆两昆仑	quliugandanliangkunlun
竹外桃花三两枝	zhuwaitaohuasanliangzhi
温泉水滑洗凝脂	wenquanshuihuaxiningzhi
三十功名尘与土	sanshigongmingchenyutu
得失寸心知	deshicunxinzhi
青春作伴好还乡	qingchunzuobanhaohuanxiang|qingchunzuobanhaohaixiang
只在此山中	zhizaicishanzhong
黄沙百战穿金甲	huangshabaizhanchuanjinjia
不及汪伦送我情	bujiwanglunsongwoqing
神女应无恙	shennvyingwuyang
而众星共之	erzhongxinggongzhi
则其负大舟也无力	zeqifudazhouyewuli
此物最相思	ciwuzuixiangsi
风流总被雨打风吹去	fengliuzongbeiyudafengchuiqu
东风第一枝	dongfengdiyizhi
非学无以广才	feixuewuyiguangcai
早发白帝城	zaofabaidicheng
万里长江横渡	wanlichangjianghengdu
念天地之悠悠	niantiandizhiyouyou
寻隐者不遇	xunyinzhebuyu
学然后知不足	xueranhouzhibuzu
试玉要烧三日满	shiyuyaoshaosanriman
日月不同光	riyuebutongguang
躬耕于南阳	gonggengyunanyang
昼夜各有宜	zhouyegeyouyi
一唱雄鸡天下白	yichangxiongjitianxiabai
正如我轻轻的来	zhengruwoqingqingdelai
暖风熏得游人醉	nuanfengxundeyourenzui
惊起一滩鸥鹭	jingqiyitanoulu
我本将心向明月	wobenjiangxinxiangmingyue
正是河豚欲上时	zhengshihetunyushangshi
谁敢横刀立马	shuiganhengdaolima
风展红旗如画	fengzhanhongqiruhua
桐花万里丹山路	tonghuawanlidanshanlu
海上明月共潮生	haishangmingyuegongchaosheng
不可沽名学霸王	bukegumingxuebawang
木兰当户织	mulandanghuzhi
死亦为鬼雄	siyiweiguixiong
西塞山前白鹭飞	xisaishanqianbailufei
安知鱼之乐	anzhiyuzhile
莫使金樽空对月	moshijinzunkongduiyue
龟蛇锁大江	guishesuodajiang
轻罗小扇扑流萤	qingluoxiaoshanpuliuying
君子义以为质	junziyiyiweizhi
二者不可得兼	erzhebukedejian
当时只道是寻常	dangshizhidaoshixunchang
埋骨何须桑梓地	maiguhexusangzidi
七十古来稀	qishigulaixi
遥知不是雪	yaozhibushixue
心中为念农桑苦	xinzhongweiniannongsangku
言不顺则事不成	yanbushunzeshibucheng
江南佳丽地	jiangnanjialidi
天光云影共徘徊	tianguangyunyinggongpaihuai
芳草萋萋鹦鹉洲	fangcaoqiqiyingwuzhou
心远地自偏	xinyuandizipian
此曲只应天上有	ciquzhiyingtianshangyou
能不忆江南	nengbuyijiangnan
莫待无花空折枝	modaiwuhuakongzhezhi
尔曹身与名俱灭	ercaoshenyumingjumie
斯人独憔悴	sirenduqiaocui
似曾相识燕归来	sicengxiangshiyanguilai
人比黄花瘦	renbihuanghuashou
收拾旧山河	shoushijiushanhe
匹夫不可夺志也	pifubukeduozhiye
阳春布德泽	yangchunbudeze
学阮公体三首	xueruangongtisanshou
一年好景君须记	yinianhaojingjunxuji
莫听穿林打叶声	motingchuanlindayesheng
战地黄花分外香	zhandihuanghuafenwaixiang
乡音未改鬓毛衰	xiangyinweigaibinmaoshuai
成由勤俭破由奢	chengyouqinjianpoyoushe
萧瑟秋风今又是	xiaoseqiufengjinyoushi
出没风波里	chumofengboli
愿得一心人	yuandeyixinren
独酌无相亲	duzhuowuxiangqin
疏影横斜水清浅	shuyinghengxieshuiqingqian
不如相忘于江湖	buruxiangwangyujianghu
君住长江尾	junzhuchangjiangwei
夏有凉风冬有雪	xiayouliangfengdongyouxue
依依墟里烟	yiyixuliyan
为有暗香来	weiyouanxianglai
博学而笃志	boxueerduzhi
垂死病中惊坐起	chuisibingzhongjingzuoqi
万径人踪灭	wanjingrenzongmie
江南可采莲	jiangnankecailian
蒌蒿满地芦芽短	louhaomandiluyaduan
古道西风瘦马	gudaoxifengshouma
而后人哀之	erhourenaizhi
今日长缨在手	jinrichangyingzaishou
忙趁东风放纸鸢	mangchendongfengfangzhiyuan
万条垂下绿丝绦	wantiaochuixialvsitao
何时缚住苍龙	heshifuzhucanglong
苍苍横翠微	cangcanghengcuiwei
何妨吟啸且徐行	hefangyinxiaoqiexuxing
春江潮水连海平	chunjiangchaoshuilianhaiping
能饮一杯无	nengyinyibeiwu
鸟鸣山更幽	niaomingshangengyou
可远观而不可亵玩焉	keyuanguanerbukexiewanyan
弟子入则孝	diziruzexiao
晴川历历汉阳树	qingchuanlilihanyangshu
相逢何必曾相识	xiangfenghebicengxiangshi
江南与江北	jiangnanyujiangbei
古来征战几人回	gulaizhengzhanjirenhui
天气晚来秋	tianqiwanlaiqiu
春花秋月何时了	chunhuaqiuyueheshile|chunhuaqiuyueheshiliao
孤舟蓑笠翁	guzhousuoliweng
皎皎河汉女	jiaojiaohehannv
遥看瀑布挂前川	yaokanpubuguaqianchuan
君住长江头	junzhuchangjiangtou
零落成泥碾作尘	lingluochengninianzuochen
只把春来报	zhibachunlaibao
与朋友交而不信乎	yupengyoujiaoerbuxinhu
君不见黄河之水天上来	junbujianhuanghezhishuitianshanglai
黄梅时节家家雨	huangmeishijiejiajiayu
鱼戏莲叶间	yuxilianyejian
在洞庭一湖	zaidongtingyihu
夫物之不齐	fuwuzhibuqi
明日复明日	mingrifumingri
云想衣裳花想容	yunxiangyishanghuaxiangrong
乌蒙磅礴走泥丸	wumengpangbozouniwan
晴空一鹤排云上	qingkongyihepaiyunshang
切问而近思	qiewenerjinsi
故乡不可见	guxiangbukejian
恰似一江春水向东流	qiasiyijiangchunshuixiangdongliu
不知其姓名	buzhiqixingming
坐地日行八万里	zuodirixingbawanli
去年今日此门中	qunianjinricimenzhong
郎骑竹马来	langqizhumalai
七月七日长生殿	qiyueqirichangshengdian
墙角数枝梅	qiangjiaoshuzhimei
遥知兄弟登高处	yaozhixiongdidenggaochu
晚来天欲雪	wanlaitianyuxue
生当作人杰	shengdangzuorenjie
耳里如闻饥冻声	erliruwenjidongsheng
并怡然自乐	bingyiranzile
冠者五六人	guanzhewuliuren
误入藕花深处	wuruouhuashenchu
我言秋日胜春朝	woyanqiurishengchunchao|woyanqiurishengchunzhao
梦游天姥吟留别	mengyoutianmuyinliubie|mengyoutianlaoyinliubie
删繁就简三秋树	shanfanjiujiansanqiushu
半亩方塘一鉴开	banmufangtangyijiankai
竟无语凝噎	jingwuyuningye
儿童相见不相识	ertongxiangjianbuxiangshi
随着中华民族的	suizhezhonghuaminzude
青春留不住	qingchunliubuzhu
自古逢秋悲寂寥	zigufengqiubeijiliao
童子六七人	tongziliuqiren
秦人不暇自哀	qinrenbuxiaziai
子在川上曰	zizaichuanshangyue
夜阑卧听风吹雨	yelanwotingfengchuiyu
只是当时已惘然	zhishidangshiyiwangran
只有香如故	zhiyouxiangrugu
巴山夜雨涨秋池	bashanyeyuzhangqiuchi
斜风细雨不须归	xiefengxiyubuxugui
绕床弄青梅	raochuangnongqingmei
秦时明月汉时关	qinshimingyuehanshiguan
吾生也有涯	wushengyeyouya
上善若水任方圆	shangshanruoshuirenfangyuan
绿蚁新醅酒	lvyixinpeijiu
花开堪折直须折	huakaikanzhezhixuzhe
三月不知肉味	sanyuebuzhirouwei
风雨送春归	fengyusongchungui
在乎山水之间也	zaihushanshuizhijianye
大雪压青松	daxueyaqingsong
直教生死相许	zhijiaoshengsixiangxu
悠悠天宇旷	youyoutianyukuang
喜看稻菽千重浪	xikandaoshuqianchonglang|xikandaoshuqianzhonglang
梦里不知身是客	menglibuzhishenshike
切切故乡情	qieqieguxiangqing
仁义不施而攻守之势异也	renyibushiergongshouzhishiyiye
头重脚轻根底浅	touzhongjiaoqinggendiqian
宛在水中央	wanzaishuizhongyang
常怀千岁忧	changhuaiqiansuiyou
无为有处有还无	wuweiyouchuyouhaiwu
可笑不自量	kexiaobuziliang
长安水边多丽人	changanshuibianduoliren
领异标新二月花	lingyibiaoxineryuehua
忽逢桃花林	hufengtaohualin
断肠人在天涯	duanchangrenzaitianya
最是橙黄橘绿时	zuishichenghuangjulvshi
风景旧曾谙	fengjingjiucengan
不患人之不己知	buhuanrenzhibujizhi
开轩面场圃	kaixuanmianchangpu
不知其几千里也	buzhiqijiqianliye
便引诗情到碧霄	bianyinshiqingdaobixiao
生于忧患死于安乐	shengyuyouhuansiyuanle
盈盈一水间	yingyingyishuijian
无恻隐之心	wuceyinzhixin
夹岸数百步	jiaanshubaibu
碧海青天夜夜心	bihaiqingtianyeyexin
青草池塘处处蛙	qingcaochitangchuchuwa
千门万户瞳瞳日	qianmenwanhutongtongri
背灼炎天光	beizhuoyantianguang
暗香浮动月黄昏	anxiangfudongyuehuanghun
听其言而观其行	tingqiyanerguanqixing
金沙水拍云崖暖	jinshashuipaiyunyanuan
修己以安百姓	xiujiyianbaixing
姑苏城外寒山寺	gusuchengwaihanshansi
苍茫云海间	cangmangyunhaijian
犹有花枝俏	youyouhuazhiqiao
不知秋思落谁家	buzhiqiusiluoshuijia
小楼一夜听春雨	xiaolouyiyetingchunyu
业精于勤荒于嬉	yejingyuqinhuangyuxi
乘桴浮于海	chengfufuyuhai
暧暧远人村	aiaiyuanrencun
一夜鱼龙舞	yiyeyulongwu
谏太宗十思疏	jiantaizongshisishu
畏圣人之言	weishengrenzhiyan
郑伯克段于鄢	zhengbokeduanyuyan
纵使相逢应不识	zongshixiangfengyingbushi
天子之事也	tianzizhishiye
已是悬崖百丈冰	yishixuanyabaizhangbing
二十四桥明月夜	ershisiqiaomingyueye
板荡识诚臣	bandangshichengchen
赏心乐事谁家院	shangxinleshishuijiayuan
安能摧眉折腰事权贵	annengcuimeizheyaoshiquangui
小人常戚戚	xiaorenchangqiqi
而知也无涯	erzhiyewuya
独怆然而涕下	duchuangranertixia
深巷明朝卖杏花	shenxiangmingchaomaixinghua
会挽雕弓如满月	huiwandiaogongrumanyue
十年辛苦不寻常	shinianxinkubuxunchang
予观夫巴陵胜状	yuguanfubalingshengzhuang
苟非吾之所有	goufeiwuzhisuoyou
春宵一刻值千金	chunxiaoyikezhiqianjin
北方有佳人	beifangyoujiaren
白雪歌送武判官归京	baixuegesongwupanguanguijing
今夜月明人尽望	jinyeyuemingrenjinwang
学不成名誓不还	xuebuchengmingshibuhai
流水落花春去也	liushuiluohuachunquye
报之以琼琚	baozhiyiqiongju
敬鬼神而远之	jingguisheneryuanzhi
敏于事而慎于言	minyushiershenyuyan
红掌拨清波	hongzhangboqingbo
故天下莫能与之争	gutianxiamonengyuzhizheng
起舞弄清影	qiwunongqingying
济南名士多	jinanmingshiduo
无恒产者无恒心	wuhengchanzhewuhengxin
疾病相扶持	jibingxiangfuchi
可以濯吾缨	keyizhuowuying
脉脉不得语	momobudeyu
然后有千里马	ranhouyouqianlima
大渡桥横铁索寒	daduqiaohengtiesuohan
魂魄毅兮为鬼雄	hunpoyixiweiguixiong
昔贤多使气	xixianduoshiqi
望长城内外	wangchangchengneiwai
钱塘自古繁华	qiantangzigufanhua
不知何处是他乡	buzhihechushitaxiang
与山间之明月	yushanjianzhimingyue
感时花溅泪	ganshihuajianlei
人生天地间	renshengtiandijian
醉卧沙场君莫笑	zuiwoshachangjunmoxiao
发我枝上花	fawozhishanghua
孩儿立志出乡关	haierlizhichuxiangguan
五岭逶迤腾细浪	wulingweiyitengxilang
五色令人目盲	wuselingrenmumang
我欲乘风归去	woyuchengfengguiqu
羌笛何须怨杨柳	qiangdihexuyuanyangliu
带月荷锄归	daiyuehechugui
更立西江石壁	genglixijiangshibi
屈指行程二万	quzhixingchengerwan
足蒸暑土气	zuzhengshutuqi
虽一毫而莫取	suiyihaoermoqu
心交上古人	xinjiaoshangguren
白毛浮绿水	baimaofulvshui
君子有三畏	junziyousanwei
问君何能尔	wenjunhenenger
目览千载事	mulanqianzaishi
奈何以死惧之	naiheyisijuzhi
修己以安人	xiujiyianren
松下问童子	songxiawentongzi
但使龙城飞将在	danshilongchengfeijiangzai
敌军围困万千重	dijunweikunwanqianzhong
嘴尖皮厚腹中空	zuijianpihoufuzhongkong
恨别鸟惊心	henbieniaojingxin
忆往昔峥嵘岁月稠	yiwangxizhengrongsuiyuechou
疑义相与析	yiyixiangyuxi
寒随一夜去	hansuiyiyequ
奉命于危难之间	fengmingyuweinanzhijian
便是人间好时节	bianshirenjianhaoshijie
患不知人也	huanbuzhirenye
黑发不知勤学早	heifabuzhiqinxuezao
愿君多采撷	yuanjunduocaixie
阅尽人间春色	yuejinrenjianchunse
长空雁叫霜晨月	changkongyanjiaoshuangchenyue
处众人之所恶	chuzhongrenzhisuoe
射人先射马	sherenxianshema
文胜质则史	wenshengzhizeshi
身既死兮神以灵	shenjisixishenyiling
自古皆有死	zigujieyousi
狗吠深巷中	goufeishenxiangzhong
烟波江上使人愁	yanbojiangshangshirenchou
君问归期未有期	junwenguiqiweiyouqi
谈笑凯歌还	tanxiaokaigehai
觉今是而昨非	juejinshierzuofei
古之学者为己	guzhixuezheweiji
惟有泪千行	weiyouleiqianhang
惟江上之清风	weijiangshangzhiqingfeng
奇文共欣赏	qiwengongxinshang
粪土当年万户侯	fentudangnianwanhuhou
白首方悔读书迟	baishoufanghuidushuchi
车如流水马如龙	cheruliushuimarulong
非是藉秋风	feishijiqiufeng
今人不见古时月	jinrenbujiangushiyue
鸡鸣桑树颠	jimingsangshudian
天地与我并生	tiandiyuwobingsheng
万方乐奏有于阗	wanfanglezouyouyutian
竹杖芒鞋轻胜马	zhuzhangmangxieqingshengma
质胜文则野	zhishengwenzeye
春逐五更来	chunzhuwugenglai
唯我彭大将军	weiwopengdajiangjun
莫愁前路无知己	mochouqianluwuzhiji
朝饮木兰之坠露兮	chaoyinmulanzhizhuiluxi
草长莺飞二月天	caozhangyingfeieryuetian
嘈嘈切切错杂弹	caocaoqieqiecuozadan|caocaoqieqiecuozatan
九月九日忆山东兄弟	jiuyuejiuriyishandongxiongdi
天香云外飘	tianxiangyunwaipiao
东风随春归	dongfengsuichungui
离天三尺三	litiansanchisan
笼天地于形内	longtiandiyuxingnei
糟糠之妻不下堂	zaokangzhiqibuxiatang
拔剑四顾心茫然	bajiansiguxinmangran
晨兴理荒秽	chenxinglihuanghui
君子义以为上	junziyiyiweishang
此中有真意	cizhongyouzhenyi
目遇之而成色	muyuzhierchengse
非志无以成学	feizhiwuyichengxue
梅子黄时雨	meizihuangshiyu
晓看红湿处	xiaokanhongshichu
古来圣贤皆寂寞	gulaishengxianjiejimo
人至察则无徒	renzhichazewutu
饮其流者怀其源	yinqiliuzhehuaiqiyuan
不敢问来人	buganwenlairen
威加海内兮归故乡	weijiahaineixiguiguxiang
碧玉妆成一树高	biyuzhuangchengyishugao
今月曾经照古人	jinyuecengjingzhaoguren
苟全性命于乱世	gouquanxingmingyuluanshi
君子欲讷于言而敏于行	junziyuneyuyanerminyuxing
回首向来萧瑟处	huishouxianglaixiaosechu
乌衣巷口夕阳斜	wuyixiangkouxiyangxie
家之本在身	jiazhibenzaishen
数罟不入洿池	shuguburuhuchi
却道天凉好个秋	quedaotianlianghaogeqiu
在山泉水清	zaishanquanshuiqing
客舍青青柳色新	kesheqingqingliusexin
行行重行行	xingxingchongxingxing|hanghangzhonghanghang|xingxingzhongxingxing
小人之交甘若醴	xiaorenzhijiaoganruoli
红杏枝头春意闹	hongxingzhitouchunyinao
再使风俗淳	zaishifengsuchun
愿为比翼鸟	yuanweibiyiniao
沾衣欲湿杏花雨	zhanyiyushixinghuayu
倒海翻江卷巨澜	daohaifanjiangjuanjulan
结发为夫妻	jiefaweifuqi
何日更重游	herigengchongyou|herigengzhongyou
复行数十步	fuxingshushibu
煮豆燃豆萁	zhudourandouqi
白发三千丈	baifasanqianzhang
应知故乡事	yingzhiguxiangshi
黄鹤楼送孟浩然之广陵	huanghelousongmenghaoranzhiguangling
克己复礼为仁	kejifuliweiren
不知今夕是何年	buzhijinxishihenian
必也正名乎	biyezhengminghu
无边光景一时新	wubianguangjingyishixin
不以其道得之	buyiqidaodezhi|buyiqidaodeizhi
共赏一轮明月	gongshangyilunmingyue
挫万物于笔端	cuowanwuyubiduan
两小无嫌猜	liangxiaowuxiancai
登高必自卑	denggaobizibei
仿佛若有光	fangfuruoyouguang
雕栏玉砌应犹在	diaolanyuqiyingyouzai
巡天遥看一千河	xuntianyaokanyiqianhe
朱雀桥边野草花	zhuqueqiaobianyecaohua
斑竹一枝千滴泪	banzhuyizhiqiandilei
宝马雕车香满路	baomadiaochexiangmanlu
花开花落二十日	huakaihualuoershiri
高天滚滚寒流急	gaotiangungunhanliuji
白云千载空悠悠	baiyunqianzaikongyouyou
莫笑农家腊酒浑	moxiaonongjialajiuhun
今年元夜时	jinnianyuanyeshi
不肯过江东	bukenguojiangdong
天长地久有时尽	tianchangdijiuyoushijin
千锤万凿出深山	qianchuiwanzaochushenshan
远上寒山石径斜	yuanshanghanshanshijingxie
终刚强兮不可凌	zhonggangqiangxibukeling
自挂东南枝	ziguadongnanzhi
官至礼部尚书	guanzhilibushangshu
使我不得开心颜	shiwobudekaixinyan
则百姓亲睦	zebaixingqinmu
银烛秋光冷画屏	yinzhuqiuguanglenghuaping
往事知多少	wangshizhiduoshao
若无闲事挂心头	ruowuxianshiguaxintou
耳得之而为声	erdezhierweisheng
春风杨柳万千条	chunfengyangliuwanqiantiao
霜刃未曾试	shuangrenweicengshi
诚既勇兮又以武	chengjiyongxiyouyiwu
自缘身在最高层	ziyuanshenzaizuigaoceng
鱼鳖不可胜食也	yubiebukeshengshiye
三军过后尽开颜	sanjunguohoujinkaiyan
今之学者为人	jinzhixuezheweiren
人生何处不相逢	renshenghechubuxiangfeng
冬至阳生春又来	dongzhiyangshengchunyoulai
可以濯吾足	keyizhuowuzu
渭城朝雨浥轻尘	weichengzhaoyuyiqingchen|weichengchaoyuyiqingchen
桂子月中落	guiziyuezhongluo
君子之过也	junzizhiguoye
逸豫可以亡身	yiyukeyiwangshen
