阿鼻	abi
解空	jiekong
解空可观	jiekongkeguan
戒腊	jiela
戒蜡	jiela
戒力	jieli
结漏	jielou
界论	jielun
羯罗拏苏伐剌那国	jieluonasufalanaguo
戒律	jielv
戒律藏	jielvcang
解满成佛	jiemanchengfo
戒门往生	jiemenwangsheng
解迷显智成悲十明论	jiemixianzhichengbeishiminglun
戒名	jieming
戒明	jieming
羯磨	jiemo
羯磨阿阇梨	jiemoasheli
羯磨戒师	jiemojieshi
羯磨金刚	jiemojingang
羯磨僧	jiemoseng
羯拏黎波	jienalibo
界内	jienei
界内感	jieneigan
界内教	jieneijiao
界内理教	jieneilijiao
界内事教	jieneishijiao
戒品	jiepin
戒器	jieqi
戒擖	jieqia
戒取	jiequ
界趣	jiequ
戒取见	jiequjian
界诠	jiequan
界诠法师简介	jiequanfashijianjie
介然	jieran
戒忍法师	jierenfashi
界如	jieru
羯若鞠闍国	jieruojuduguo
戒杀放生文	jieshafangshengwen
戒杀念佛	jieshanianfo
戒善	jieshan
戒山法师	jieshanfashi
接善戒	jieshanjie
劫烧	jieshao
解深密经	jieshenmijing
界身足论	jieshenzulun
戒师	jieshi
结使	jieshi
皆是阿鞞跋致	jieshiabingbazhi
皆是四宝周匝围绕	jieshisibaozhouzaweirao
皆是虚妄	jieshixuwang
结束念	jieshunian
结束时分亦开始	jieshushifenyikaishi
劫水	jieshui
戒台寺	jietaisi
戒坛	jietan
戒坛院	jietanyuan
戒体	jieti
解脱	jietuo
解脱部	jietuobu
解脱道	jietuodao
解脱道论	jietuodaolun
解脱服	jietuofu
解脱根机	jietuogenji
解脱会	jietuohui
解脱坚固	jietuojiangu
解脱军	jietuojun
解脱门	jietuomen
解脱身	jietuoshen
解脱深坑	jietuoshenkeng
解脱味	jietuowei
解脱相	jietuoxiang
解脱衣	jietuoyi
解脱之安乐	jietuozhianle
解脱知见	jietuozhijian
解脱种子	jietuozhongzi
解脱幢相衣	jietuozhuangxiangyi
界外	jiewai
界外教	jiewaijiao
界外理教	jiewailijiao
界外事教	jiewaishijiao
皆为空性	jieweikongxing
界系	jiexi
皆悉念佛	jiexinianfo
结夏	jiexia
戒香	jiexiang
戒相	jiexiang
解行	jiexing
戒行	jiexing
解行地	jiexingdi
解行相应	jiexingxiangying
戒学	jiexue
戒焰	jieyan
结业	jieye
解义慧剑	jieyihuijian
结印	jieyin
结缘	jieyuan
劫灾	jiezai
结贼	jiezei
洁斋	jiezhai
杰珍大圆满	jiezhendayuanman
解执	jiezhi
戒珠	jiezhu
羯朱嗢祇罗国	jiezhuwaqiluoguo|jiezhuwachiluoguo
劫浊	jiezhuo
芥子纳须弥	jiezinaxumi
接足礼	jiezuli
接足作礼	jiezuzuoli
结罪	jiezui
晋安寺幼堂法主	jinansiyoutangfazhu
金碧壁峰禅师	jinbibifengchanshi
金碧峰	jinbifeng
金璧峰禅师	jinbifengchanshi
金比喇	jinbila
近边地狱	jinbiandiyu
金箔布施	jinbobushi
金藏	jincang|jinzang
金仓圆照	jincangyuanzhao
金禅寺	jinchansi
今村惠猛	jincunhuimeng
金大城	jindacheng
金代佛教	jindaifojiao
金丹派	jindanpai
金地藏	jindicang|jindizang
金厄瓦次呈巴	jinewacichengba
金厄瓦次程巴	jinewacichengba
金厄瓦札巴琼乃	jinewazhabaqiongnai
金法麟	jinfalin
近分定	jinfending
锦峰	jinfeng
金佛寺	jinfosi
今付悟了法	jinfuwulefa
今付隐显法	jinfuyinxianfa
金刚	jingang
金刚般若波罗蜜经	jingangboreboluomijing
金刚部	jingangbu
金刚乘	jingangcheng
金刚持地	jingangchidi
金刚杵	jingangchu
金刚道友	jingangdaoyou
金刚顶	jingangding
金刚定	jingangding
金刚顶瑜伽护摩仪轨	jingangdingyujiahumoyigui
金刚顶瑜伽略述三十七尊心要	jingangdingyujialueshusanshiqizunxinyao
金刚顶瑜伽三十七尊出生义	jingangdingyujiasanshiqizunchushengyi
金刚顶瑜伽中略出念诵经	jingangdingyujiazhongluechuniansongjing
金刚法界宫	jingangfajiegong
金刚峰楼阁一切瑜伽瑜祇经	jingangfenglougeyiqieyujiayuqijing|jingangfenglougeyiqieyujiayuchijing
金刚峰寺	jingangfengsi
金刚后心	jinganghouxin
金刚慧	jinganghui
金刚界	jingangjie
金刚界大日如来心咒	jingangjiedarirulaixinzhou
金刚界三十七尊	jingangjiesanshiqizun
金刚界五部	jingangjiewubu
金刚经	jingangjing
金刚铃	jingangling
金刚轮	jinganglun
金刚灭定	jingangmieding
金刚錍	jingangpi
金刚萨埵	jingangsaduo
金刚萨埵法会开示	jingangsaduofahuikaishi
金刚萨埵心咒	jingangsaduoxinzhou
金刚萨埵心咒梵唱	jingangsaduoxinzhoufanchang
金刚萨埵修法	jingangsaduoxiufa
金刚三昧	jingangsanmei
金刚刹	jingangsha
金刚山	jingangshan
金刚上师胆巴	jingangshangshidanba
金刚身	jingangshen
金刚神	jingangshen
金刚手	jingangshou
金刚手菩萨	jingangshoupusa
金刚体	jingangti
金刚仙	jingangxian
金刚线	jingangxian
金刚仙论	jingangxianlun
金刚降魔护三宝	jingangjiangmohusanbao|jingangxiangmohusanbao
金刚降魔洲	jingangxiangmozhou
金刚心	jingangxin
金刚心菩萨	jingangxinpusa
金刚夜叉明王	jingangyechamingwang
金刚语	jingangyu
金刚喻定	jingangyuding
金刚语言	jingangyuyan
金刚赞	jingangzan
金刚帐续	jingangzhangxu
金刚针论	jingangzhenlun
金刚智	jingangzhi
金刚众	jingangzhong
金刚座	jingangzuo
金骨	jingu
金光明忏法	jinguangmingchanfa
金光明经	jinguangmingjing
金光前妻龚氏	jinguangqianqigongshi
金光照和尚	jinguangzhaoheshang
金国教亨	jinguojiaoheng
金国庆寿亨禅师	jinguoqingshouhengchanshi
金和尚	jinheshang
金华俱胝	jinhuajuzhi
金华严寂大士	jinhuayanjidashi
晋慧恭	jinhuigong
晋慧虔	jinhuiqian
金慧眼	jinhuiyan
晋慧永	jinhuiyong
晋慧远	jinhuiyuan
锦江禅灯	jinjiangchandeng
金界	jinjie
禁戒	jinjie
金戒光明寺	jinjieguangmingsi
进具	jinju
金口	jinkou
金莲	jinlian
金陵梵刹志	jinlingfanchazhi
金陵华藏民禅师	jinlinghuazangminchanshi
金陵刻经处	jinlingkejingchu
金陵清凉院文益禅师语录	jinlingqingliangyuanwenyichanshiyulu
金陵俞道婆	jinlingyudaopo
金流	jinliu
晋刘程之	jinliuchengzhi
金轮宝	jinlunbao
晋美彭措	jinmeipengcuo
金南泉	jinnanquan
金毗罗	jinpiluo
进平	jinping
金七十论	jinqishilun
晋阙公则	jinquegongze
进如意足	jinruyizu
金萨咒	jinsazhou
晋三藏慧理法师	jinsanzanghuilifashi
金色头陀	jinsetoutuo
晋僧济	jinsengji
晋僧显	jinsengxian
金山达观颖禅师	jinshandaguanyingchanshi
金山挂月窥禅径	jinshanguayuekuichanjing
金山和尚	jinshanheshang
金山寺	jinshansi
今上牌	jinshangpai
近事	jinshi
近事律仪	jinshilvyi
近事男	jinshinan
晋水法师	jinshuifashi
金胎	jintai
晋昙恒	jintanheng
金吞虚	jintunxu
尽未来际	jinweilaiji
仅闻词句断有根	jinwencijuduanyougen
今现在说法	jinxianzaishuofa
尽形	jinxing
近行定	jinxingding
尽形寿	jinxingshou
尽虚空界	jinxukongjie
金岩东纯	jinyandongchun
金液还丹	jinyehuandan
今有大师圆满解	jinyoudashiyuanmanjie
近圆	jinyuan
近缘	jinyuan
尽在腹中	jinzaifuzhong
晋张野	jinzhangye
金正希	jinzhengxi
锦州北普陀山普陀禅寺	jinzhoubeiputuoshanputuochansi
金洲大师	jinzhoudashi
近住	jinzhu
近住律仪	jinzhulvyi
金子大荣	jinzidarong
金祖朗	jinzulang
静蔼	jingai
敬爱法	jingaifa
静蔼法师	jingaifashi
静安寺	jingansi
镜盦长老	jinganzhanglao
净邦	jingbang
净辩	jingbian
经变	jingbian
经部	jingbu
经部宗	jingbuzong
静藏	jingcang
经藏	jingcang
景岑	jingcen
景岑禅师	jingcenchanshi
景岑法师	jingcenfashi
景超	jingchao
静称	jingcheng
敬冲文幢	jingchongwenzhuang
景川宗隆	jingchuanzonglong
经幢	jingchuang
净慈断桥妙伦和尚	jingciduanqiaomiaolunheshang
净慈慧晖	jingcihuihui
净慈寺	jingcisi
净慈嗣清禅师	jingcisiqingchanshi
净慈义云禅师	jingciyiyunchanshi
净慈自得慧晖禅师	jingcizidehuihuichanshi
净德	jingde
景德禅寺	jingdechansi
景德传灯录	jingdechuandenglu
京都崇恩福元讲主	jingduchongenfuyuanjiangzhu
静端	jingduan
净端禅师	jingduanchanshi
净发	jingfa
净法界	jingfajie
净梵	jingfan
净饭王	jingfanwang
净佛	jingfo
景福顺禅师	jingfushunchanshi
经供养	jinggongyang
净观	jingguan
净光佛	jingguangfo
净圭	jinggui
净果	jingguo
荆国公王安石	jingguogongwanganshi
净海	jinghai
净海法师	jinghaifashi
精华要义	jinghuayaoyi
净惠	jinghui
净晖	jinghui
净慧法师	jinghuifashi
净慧老和尚谈元音老人	jinghuilaoheshangtanyuanyinlaoren
净秽一如	jinghuiyiru
经集	jingji
净捡	jingjian
靖江关圣寺	jingjiangguanshengsi
净戒	jingjie
境界般若	jingjiebore
精进	jingjin
精进波罗蜜	jingjinboluomi
精进波罗蜜多	jingjinboluomiduo
精进波罗蜜多也就是说	jingjinboluomiduoyejiushishuo
精进根	jingjingen
精进觉支	jingjinjuezhi
精进如意足	jingjinruyizu
精进修持	jingjinxiuchi
靖居	jingju
净居寺	jingjusi
净居寺尼玄机	jingjusinixuanji
净居天	jingjutian
净觉	jingjue
净觉院	jingjueyuan
净空	jingkong
净口业真言	jingkouyezhenyan
静力	jingli
经里少欲无为说	jinglishaoyuwuweishuo
经量部	jingliangbu
静琳	jinglin
竟陵文宣王	jinglingwenxuanwang
净琉璃净土	jingliulijingtu
净琉璃世界	jingliulishijie
经录	jinglu
净伦	jinglun
经论	jinglun
静虑	jinglv
经律论	jinglvlun
经律异相	jinglvyixiang
靖迈	jingmai
荆门玉泉承皓	jingmenyuquanchenghao
景蒙	jingmeng
净妙	jingmiao
静命	jingming
净名	jingming
净命	jingming
净名居士	jingmingjushi
静命论师	jingminglunshi
净名寺	jingmingsi
净明寺	jingmingsi
静凝	jingning
经旗	jingqi
精勤	jingqin
竟钦禅师	jingqinchanshi
精勤努力	jingqinnuli
镜清	jingqing
净全	jingquan
静权法师	jingquanfashi
净日	jingri
净肉	jingrou
净如法师	jingrufashi
净色根	jingsegen
净刹	jingsha
径山宝印禅师	jingshanbaoyinchanshi
径山别峰禅师	jingshanbiefengchanshi
径山大禅了明禅师	jingshandachanlemingchanshi
径山大惠宗杲禅师	jingshandahuizonggaochanshi
径山道冲禅师	jingshandaochongchanshi
径山第二祖鉴宗	jingshandierzujianzong
荆山法师	jingshanfashi
径山佛日禅师	jingshanforichanshi
径山佛照德光禅师	jingshanfozhaodeguangchanshi
径山杲禅师	jingshangaochanshi
径山洪諲	jingshanhongyin
荆山居士	jingshanjushi
径山涂毒智策禅师	jingshantuduzhicechanshi
径山无准师范禅师	jingshanwuzhunshifanchanshi
径山虚舟度禅师	jingshanxuzhouduchanshi
径山悦空禅师	jingshanyuekongchanshi
径山宗杲禅师	jingshanzonggaochanshi
井上靖	jingshangjing
井上日召	jingshangrizhao
井上圆了	jingshangyuanle
井上哲次郎	jingshangzhecilang
警韶	jingshao
警韶法师	jingshaofashi
精舍	jingshe
景深禅师	jingshenchanshi
精神与内容	jingshenyuneirong
净施	jingshi
静思精舍	jingsijingshe
靖嵩	jingsong
经塔	jingta
净昙禅师	jingtanchanshi
镜堂觉圆	jingtangjueyuan
经题	jingti
经体	jingti
敬田	jingtian
敬天寺	jingtiansi
净土	jingtu
净土慈悲集	jingtucibeiji
净土定能生	jingtudingnengsheng
净土法门	jingtufamen
净土法门三根普被	jingtufamensangenpubei
净土何处不如来	jingtuhechuburulai
净土教美术	jingtujiaomeishu
净土教言	jingtujiaoyan
净土论	jingtulun
净土七经	jingtuqijing
净土群疑论	jingtuqunyilun
净土三部经	jingtusanbujing
净土圣贤录	jingtushengxianlu
净土十要	jingtushiyao
净土十疑论	jingtushiyilun
净土陀罗尼	jingtutuoluoni
净土往生传	jingtuwangshengchuan
净土五会念佛诵经观行仪	jingtuwuhuinianfosongjingguanxingyi
净土真宗	jingtuzhenzong
净土资粮全集	jingtuziliangquanji
净土宗	jingtuzong
敬脱	jingtuo
荆王夫人王氏	jingwangfurenwangshi
敬畏空禅师	jingweikongchanshi
经帷子	jingweizi
净悟	jingwu
荆溪湛然禅师	jingxizhanranchanshi
净贤	jingxian
境现	jingxian
净相	jingxiang
境相	jingxiang
景霄	jingxiao
净心	jingxin
净心诫观法	jingxinjieguanfa
静心念好本性佛	jingxinnianhaobenxingfo
敬信三宝	jingxinsanbao
净信寺	jingxinsi
净心咒	jingxinzhou
净行	jingxing
憬兴	jingxing
经行	jingxing
景星古寺	jingxinggusi
境行果	jingxingguo
净秀	jingxiu
靖玄	jingxuan
警玄禅师	jingxuanchanshi
警玄法师	jingxuanfashi
净眼	jingyan
净严法师	jingyanfashi
净眼三昧	jingyansanmei
净耀	jingyao
净业	jingye
净业寺	jingyesi
境野哲	jingyezhe
净业正因	jingyezhengyin
净因	jingyin
净因诚禅师	jingyinchengchanshi
净因道臻禅师	jingyindaozhenchanshi
净因惟岳禅师	jingyinweiyuechanshi
净因臻禅师	jingyinzhenchanshi
景祐法宝录	jingyoufabaolu
净域	jingyu
经雨历霜风	jingyulishuangfeng
净愿	jingyuan
净渊	jingyuan
净源存伯	jingyuancunbo
净源大师	jingyuandashi
净源法师	jingyuanfashi
景云大师	jingyundashi
净障	jingzhang
京兆华严休静禅师	jingzhaohuayanxiujingchanshi
京兆蚬子和尚	jingzhaoxianziheshang
净真	jingzhen
景真八角亭	jingzhenbajiaoting
静之	jingzhi
境智	jingzhi
净智禅师道臻	jingzhichanshidaozhen
净智大师慧光	jingzhidashihuiguang
净智慧光大师	jingzhihuiguangdashi
静止流水淡如菊	jingzhiliushuidanruju
静止流水飘动云	jingzhiliushuipiaodongyun
经冢	jingzhong
镜中广能二师	jingzhongguangnengershi
敬重号	jingzhonghao
净众宗	jingzhongzong
敬重尊贵耆长	jingzhongzunguiqichang
净住	jingzhu
净住子	jingzhuzi
经庄严论	jingzhuangyanlun
景咨	jingzi
净宗	jingzong
经宗	jingzong
净宗即显说之密法	jingzongjixianshuozhimifa
净宗朝暮课诵	jingzongzhaomukesong
救拔焰口饿鬼陀罗尼经	jiubayankoueguituoluonijing
九拜	jiubai
久保角太郎	jiubaojiaotailang
九本尊心咒	jiubenzunxinzhou
九辩	jiubian
九病	jiubing
九部经	jiubujing
旧超峰寺	jiuchaofengsi
九乘	jiucheng
臼杵石佛	jiuchushifo
九疮	jiuchuang
九次第定	jiucididing
就此怀疑成佛难	jiucihuaiyichengfonan
九带法远禅师	jiudaifayuanchanshi
九谛	jiudi
九地	jiudi
九地九品之惑	jiudijiupinzhihuo
救度	jiudu
九梵	jiufan
九方便	jiufangbian
鹫峰	jiufeng
九峰道旻禅师	jiufengdaominchanshi
九峰虔禅师	jiufengqianchanshi
九峰诠禅师	jiufengquanchanshi
九峰玄禅师	jiufengxuanchanshi
九佛事	jiufoshi
就更可怕了	jiugengkepale
九横	jiuheng
九横死	jiuhengsi
九华山	jiuhuashan
九华山一心茅篷	jiuhuashanyixinmaopeng
九华山志	jiuhuashanzhi
九界	jiujie
九结	jiujie
九经	jiujing
究竟处	jiujingchu
究竟观点	jiujingguandian
究竟离	jiujingli
究竟涅槃	jiujingniepan
九净肉	jiujingrou
究竟一乘宝性论	jiujingyichengbaoxinglun
九句因	jiujuyin
九类生	jiuleisheng
九莲	jiulian
九莲寺	jiuliansi
九龙山	jiulongshan
九漏	jiulou
九门	jiumen
久米寺	jiumisi
鸠摩	jiumo
鸠摩利罗	jiumoliluo
鸠摩罗多	jiumoluoduo
鸠摩罗什	jiumoluoshen
鸠摩罗什法师	jiumoluoshenfashi
鸠摩罗什法师大义	jiumoluoshenfashidayi
鸠摩罗什三藏法师	jiumoluoshensanzangfashi
鸠摩罗天	jiumoluotian
鸠摩罗驮	jiumoluotuo
九难	jiunan
九恼	jiunao
久能山	jiunengshan
鸠槃荼	jiupantu
九品	jiupin
九品行业	jiupinhangye
九品惑	jiupinhuo
九品净土	jiupinjingtu
九品觉王	jiupinjuewang
九品莲台	jiupinliantai
九品莲台故乡归	jiupinliantaiguxianggui
九品往生	jiupinwangsheng
九品威令登彼岸	jiupinweilingdengbian
九品印	jiupinyin
救仁寺	jiurensi
就如买菜获万金	jiurumaicaihuowanjin
九色鹿	jiuselu
九色鹿经	jiuselujing
九僧	jiuseng
鹫山	jiushan
九山八海	jiushanbahai
九山禅门	jiushanchanmen
九上缘惑	jiushangyuanhuo
九识	jiushi
九世	jiushi
九十八随眠	jiushibasuimian
救世阐提	jiushichanti
就是会不会刺伤	jiushihuibuhuicishang
九世间	jiushijian
九十六术	jiushiliushu
救世轮	jiushilun
就是能转生到善趣	jiushinengzhuanshengdaoshanqu
九师相承	jiushixiangcheng
就是小乘道	jiushixiaochengdao
就是学佛	jiushixuefo
九识义	jiushiyi
救世圆通	jiushiyuantong
久松真一	jiusongzhenyi
鹫头山	jiutoushan
就无从改起	jiuwuconggaiqi
九无为	jiuwuwei
九无学	jiuwuxue
九显一密	jiuxianyimi
九想	jiuxiang
九想观	jiuxiangguan
就像如意宝	jiuxiangruyibao
九心轮	jiuxinlun
九曜	jiuyao
九因一果	jiuyinyiguo
九有	jiuyou
九有情居	jiuyouqingju
就有真爱在	jiuyouzhenaizai
久远劫	jiuyuanjie
久远劫来	jiuyuanjielai
久远实成	jiuyuanshicheng
久远寺	jiuyuansi
九月菊花微微抬	jiuyuejuhuaweiweitai
就在尔心深深入	jiuzaierxinshenshenru
九斋日	jiuzhairi
九辙	jiuzhe
九众	jiuzhong
九种不还	jiuzhongbuhuan|jiuzhongbuhai
九种大禅	jiuzhongdachan
九种相戒	jiuzhongxiangjie
九住心	jiuzhuxin
九字印	jiuziyin
九祖伏驮蜜多尊者	jiuzufutuomiduozunzhe
九祖荆溪尊者湛然	jiuzujingxizunzhezhanran
九祖相承	jiuzuxiangcheng
九祖胁比丘尊者	jiuzuxiebiqiuzunzhe
俱不成过	jubuchengguo
俱不极成过	jubujichengguo
句不具足	jubujuzu
俱不遣	jubuqian
具德	jude
具德安乐游戏母	judeanleyouximu
居遁禅师	judunchanshi
鞠多	juduo
巨方	jufang
具格	juge
俱会一处	juhuiyichu
具见	jujian
居简	jujian
具戒	jujie
具戒地	jujiedi
具戒方便	jujiefangbian
居竭子照	jujiezizhao
居静	jujing
居敬	jujing
居静禅师住东岩	jujingchanshizhudongyan
句句唤本觉	jujuhuanbenjue
俱空	jukong
俱利迦罗	julijialuo
具力太子	julitaizi
拘留孙佛	juliusunfo
拘卢	julu
拘卢舍	julushe
俱卢洲	juluzhou
巨岷	jumin
拘摩罗天	jumoluotian
拘那含牟尼	junahanmouni
拘那含牟尼佛	junahanmounifo
拘那罗太子	junaluotaizi
拘那罗陀	junaluotuo
拘那牟尼	junamouni
居讷	june
居讷法师	junefashi
俱起	juqi
沮渠京声	juqujingsheng
俱舍	jushe
俱舍论	jushelun
俱舍师	jusheshi
俱舍宗	jushezong
俱生	jusheng
俱生法	jushengfa
俱生法执	jushengfazhi
俱生惑	jushenghuo
具生吉祥	jushengjixiang
具生吉祥大师	jushengjixiangdashi
俱生起	jushengqi
俱生神	jushengshen
俱生我执	jushengwozhi
居士	jushi
居士传	jushichuan
居士都贶	jushidoukuang
居士分灯录	jushifendenglu
居士佛教运动	jushifojiaoyundong
拘尸那	jushina
拘尸那揭罗	jushinajieluo
居士庞蕴	jushipangyun
居士正瀚	jushizhenghan
具寿	jushou
举心动念	juxindongnian
具信者	juxinzhe
俱有法	juyoufa
岠嵎禅寺	juyuchansi
具缘	juyuan
具缘者	juyuanzhe
巨赞法师	juzanfashi
具诤	juzheng
俱胝	juzhi
举止动念	juzhidongnian
具知根	juzhigen
橘洲昙禅师	juzhoutanchanshi
具足	juzu
具足戒	juzujie
眷属	juanshu
眷属地狱	juanshudiyu
眷属众	juanshuzhong
罥索	juansuo
觉阿	juea
觉岸	juean
觉庵道人祖氏	jueandaorenzushi
觉庵祖道人	jueanzudaoren
觉禅钞	juechanchao
觉禅师	juechanshi
绝处逢生转花明	juechufengshengzhuanhuaming
绝待	juedai
觉道支	juedaozhi
觉德	juede
决定不可能	juedingbukeneng
决定藏论	juedingcanglun
决定胜	juedingsheng
决定往生集	juedingwangshengji
决定信	juedingxin
决定业	juedingye
决定住	juedingzhu
攫黩	juedu
崛多三藏	jueduosanzang
觉分	juefen
觉观	jueguan
绝观论	jueguanlun
觉光法师	jueguangfashi
觉海	juehai
觉海禅师若冲	juehaichanshiruochong
绝海中津	juehaizhongjin
觉慧法师	juehuifashi
觉救	juejiu
觉朗	juelang
觉力	jueli
觉力法师	juelifashi
觉路	juelu
觉满	jueman
觉明妙行菩萨	juemingmiaoxingpusa
觉母	juemu
觉囊派	juenangpai
觉庆德林二师	jueqingdelinershi
觉生法师	jueshengfashi
觉世	jueshi
觉受	jueshou
觉树	jueshu
觉他	jueta
觉天	juetian
觉王	juewang
绝望之后是希望	juewangzhihoushixiwang
觉位	juewei
觉沃	juewo
觉沃佛	juewofo
觉悟世间苦	juewushijianku
觉先	juexian
觉心	juexin
觉性	juexing
觉醒法师	juexingfashi
绝学世诚禅师	juexueshichengchanshi
觉音尊者	jueyinzunzhe
觉宇派	jueyupai
觉原禅师慧昙	jueyuanchanshihuitan
觉原昙禅师	jueyuantanchanshi
抉择量	juezeliang
抉择灭	juezemie
觉照	juezhao
觉者	juezhe
觉正净	juezhengjing
觉支	juezhi
觉芝广本	juezhiguangben
觉宗	juezong
绝宗禅师善继	juezongchanshishanji
绝宗无学	juezongwuxue
筠高安圆至	jungaoanyuanzhi
君规教言论	junguijiaoyanlun
骏马宝	junmabao
浚上人	junshangren
军荼	juntu
君徒钵叹	juntubotan
军荼利明王	juntulimingwang
峻翁令山	junwenglingshan
筠州九峰虔禅师	junzhoujiufengqianchanshi
筠州九峰玄禅师	junzhoujiufengxuanchanshi
咖毕喇瓦土	kabilawatu
卡达拉迦马	kadalajiama
卡丹巴王朝	kadanbawangchao
卡尔里窟院	kaerlikuyuan
咖古三塔	kagusanta
喀觉旺波	kajuewangbo
咖噜达夷	kaludayi
卡卢仁波切	kalurenboqie
喀热贡穹	karegongqiong
咖沙巴	kashaba
咖西	kaxi
铠庵吴克巳	kaianwukesi
开宝大藏经	kaibaodazangjing
开敷	kaifu
开福宁禅师	kaifuningchanshi
开甘露门	kaiganlumen
开光	kaiguang
开国侍郎杨僧圭	kaiguoshilangyangsenggui
开阖禅机	kaihechanji
开黑暗慧灯	kaiheianhuideng
开化寺	kaihuasi
开皇元年复兴佛教	kaihuangyuannianfuxingfojiao
开荤	kaihun
开经	kaijing
开经偈	kaijingji
开拉沙山	kailashashan
开权显实	kaiquanxianshi
开三显一	kaisanxianyi
开山	kaishan
开善寺	kaishansi
开山堂	kaishantang
开山祖师	kaishanzushi
开圣觉	kaishengjue
开士	kaishi
开示	kaishi
开示悟入	kaishiwuru
开堂	kaitang
