哀公	aigong
五代史补	wudaishibu
五代史补注	wudaishibuzhu
五代诗话	wudaishihua
五代史阙文	wudaishiquewen
五代史纂误	wudaishizuanwu
吴地记	wudeji
五灯会元	wudenghuiyuan
五帝钩命决图	wudigoumingjuetu
五典	wudian
五蠹	wudu
吴都文粹	wuduwencui
吴都文粹续集	wuduwencuixuji
五峰集	wufengji
五服异同汇考	wufuyitonghuikao
梧冈集	wugangji
五诰解	wugaojie
武功集	wugongji
武功县志	wugongxianzhi
毋固	wugu
五桂楼	wuguilou
五桂楼书目	wuguiloushumu
五国故事	wuguogushi
吴嘉宾	wujiabin
无将大车	wujiangdache
毋将永	wujiangyong
五经	wujing
五经大全	wujingdaquan
五经稽疑	wujingjiyi
五经蠡测	wujinglice
五经述义	wujingshuyi
五经说	wujingshuo
五经算术	wujingsuanshu
五经通义	wujingtongyi
五经文字	wujingwenzi
五经文字序例	wujingwenzixuli
五经要义	wujingyaoyi
五经臆说	wujingyishuo
五经臆说序	wujingyishuoxu
五经异义	wujingyiyi
武经总要	wujingzongyao
五经总义	wujingzongyi
五经总义类	wujingzongyilei
毋煚	wujiong
吴郡图经续记	wujuntujingxuji
吴郡志	wujunzhi
五礼通考	wulitongkao
物理小识	wulixiaoshi
五礼新仪	wulixinyi
五礼新仪目录政和五礼新仪	wulixinyimuluzhenghewulixinyi
武林梵志	wulinfanzhi
武林旧事	wulinjiushi
五鹿充宗	wuluchongzong
无能子	wunengzi
五鸟图	wuniaotu
吴派	wupai
吴任臣	wurenchen
吴仁杰	wurenjie
吴师道	wushidao
吴士鉴	wushijian
吴寿旸	wushouyang
吴淑	wushu
乌丝栏	wusilan
午亭文编	wutingwenbian
五万卷阁书目	wuwanjuangeshumu
五万卷阁书目记	wuwanjuangeshumuji
无妄	wuwang
吾汶稿	wuwengao
无闻集	wuwenji
吴文肃摘稿	wuwensuzhaigao
吴文正集	wuwenzhengji
毋我	wuwo
吾吾类集	wuwuleiji
午溪集	wuxiji
梧溪集	wuxiji
无锡县志	wuxixianzhi
五行	wuxing
吴兴备志	wuxingbeizhi
五行传	wuxingchuan
吴兴体	wuxingti
五行志	wuxingzhi
勿轩集	wuxuanji
吾衍	wuyan
无羊	wuyang
无衣	wuyi
无逸	wuyi
武亿	wuyi
毋意	wuyi
吴翌凤	wuyifeng
五音集韵	wuyinjiyun
吴引孙	wuyinsun
武英殿聚珍版程式	wuyingdianjuzhenbanchengshi
武英殿聚珍本	wuyingdianjuzhenben
吴棫	wuyu
吴园周易解	wuyuanzhouyijie
吴越备史	wuyuebeishi
吴越春秋	wuyuechunqiu
吴增祺	wuzengqi
勿斋集	wuzhaiji
吴章	wuzhang
吴缜	wuzhen
悟真篇注疏	wuzhenpianzhushu
无徵不信	wuzhengbuxin
吴中金石新编	wuzhongjinshixinbian
吴中旧事	wuzhongjiushi
吴中水利全书	wuzhongshuiliquanshu
吴中水利书	wuzhongshuilishu
无住词	wuzhuci
吴子	wuzi
五子之歌	wuzizhige
五总志	wuzongzhi
西庵集	xianji
西陂类稿	xibeileigao
西伯戡黎	xibokanli
西塍集	xichengji
繫辞	xici
西村集	xicunji
西村诗集	xicunshiji
希澹园诗集	xidanyuanshiji
僖公	xigong
西汉会要	xihanhuiyao
西汉年纪	xihannianji
西汉文纪	xihanwenji
西河词话	xihecihua
西河集	xiheji
西湖百咏	xihubaiyong
西湖游览志	xihuyoulanzhi
西湖志纂	xihuzhizuan
锡活字	xihuozi
西郊笑端集	xijiaoxiaoduanji
西晋文纪	xijinwenji
西京杂记	xijingzaji
西昆酬唱集	xikunchouchangji
溪蛮丛笑	ximancongxiao
西铭	ximing
西铭述解	ximingshujie
熹平石经	xipingshijing
西樵语业	xiqiaoyuye
西清古鉴	xiqinggujian
西清续鉴	xiqingxujian
隰桑	xisang
西山	xishan
西山读书记	xishandushuji
西山文集	xishanwenji
席上腐谈	xishangfutan
系声乐府	xishengyuefu
西使记	xishiji
蟋蟀	xishuai
溪堂词	xitangci
西溪丛语	xixicongyu
西溪易说	xixiyishuo
西夏文缀	xixiawenzhui
惜香乐府	xixiangyuefu
习学记言	xixuejiyan
习学记言序目	xixuejiyanxumu
西岩集	xiyanji
西隐集	xiyinji
隰有苌楚	xiyouchangchu
西域同文志	xiyutongwenzhi
夏官	xiaguan
夏侯都尉	xiahouduwei
夏侯建	xiahoujian
夏侯敬	xiahoujing
夏侯胜	xiahousheng
夏侯始昌	xiahoushichang
夏侯咸	xiahouxian
夏侯阳算经	xiahouyangsuanjing
夏侯咏	xiahouyong
夏考信录	xiakaoxinlu
瑕丘江公	xiaqiujianggong
下泉	xiaquan
夏氏尚书详解	xiashishangshuxiangjie
夏书	xiashu
霞外诗集	xiawaishiji
下武	xiawu
夏小正戴氏传	xiaxiaozhengdaishichuan
夏小正疏义	xiaxiaozhengshuyi
夏炘	xiaxin
夏僎	xiazun|xiazhuan
咸淳临安志	xianchunlinanzhi
咸淳遗事	xianchunyishi
先进	xianjin
先进遗风	xianjinyifeng
闲居丛稿	xianjuconggao
闲居录	xianjulu
先秦韵读	xianqinyundu
岘泉集	xianquanji
先圣大训	xianshengdaxun
先识览	xianshilan
宪问	xianwen
先醒斋广笔记	xianxingzhaiguangbiji
显学	xianxue
咸有一德	xianyouyide
献徵录	xianzhenglu
线装	xianzhuang
项安世	xianganshi
象鼻	xiangbi
巷伯	xiangbo
香乘	xiangcheng
乡党	xiangdang
乡党图考	xiangdangtukao
翔凤	xiangfeng
详解	xiangjie
象类书	xiangleishu
香谱	xiangpu
祥瑞	xiangrui
象山文集序	xiangshanwenjixu
湘山野录	xiangshanyelu
乡射礼	xiangsheli
项氏家说	xiangshijiashuo
相鼠	xiangshu
象数	xiangshu
象台首末	xiangtaishoumo
像象管见	xiangxiangguanjian
香屑集	xiangxieji
向秀	xiangxiu
襄毅文集	xiangyiwenji
乡饮驳义	xiangyinboyi
乡饮酒礼	xiangyinjiuli
乡饮酒义	xiangyinjiuyi
乡饮礼	xiangyinli
相宅相墓	xiangzhaixiangmu
项昭	xiangzhao
详注东莱左氏博议	xiangzhudonglaizuoshiboyi
香祖笔记	xiangzubiji
晓庵新法	xiaoanxinfa
小毖	xiaobi
小弁	xiaobian
小辨斋偶存	xiaobianzhaioucun
萧秉	xiaobing
校补	xiaobu
小畜	xiaochu
孝慈堂	xiaocitang
孝慈堂书目	xiaocitangshumu
小戴礼	xiaodaili
小儿卫生总微论方	xiaoerweishengzongweilunfang
萧奋	xiaofen
萧该	xiaogai
小过	xiaoguo
小亨集	xiaohengji
校记	xiaoji
校辑世本	xiaojishiben
孝经错纬	xiaojingcuowei
孝经大义	xiaojingdayi
孝经定本	xiaojingdingben
孝经河图	xiaojinghetu
孝经皇义	xiaojinghuangyi
孝经集传	xiaojingjichuan
孝经解赞	xiaojingjiezan
孝经刊误	xiaojingkanwu
孝经类	xiaojinglei
孝经内记	xiaojingneiji
孝经内事	xiaojingneishi
孝经疏	xiaojingshu
孝经述注	xiaojingshuzhu
孝经纬	xiaojingwei
孝经问	xiaojingwen
孝经衍义	xiaojingyanyi
孝经义疏补	xiaojingyishubu
孝经章句	xiaojingzhangju
孝经徵文	xiaojingzhengwen
孝经正义	xiaojingzhengyi
孝经指解	xiaojingzhijie
孝经注疏	xiaojingzhushu
校刻	xiaoke
小旻	xiaomin
小明	xiaoming
小鸣稿	xiaominggao
小名录	xiaominglu
小取	xiaoqu
小戎	xiaorong
小山词	xiaoshanci
小山画谱	xiaoshanhuapu
小山类稿	xiaoshanleigao
孝诗	xiaoshi
校是非	xiaoshifei
萧氏续后汉书	xiaoshixuhouhanshu
小说家类	xiaoshuojialei
啸堂集古录	xiaotangjigulu
效特牲	xiaotesheng
小题	xiaoti
小宛	xiaowan
萧望之	xiaowangzhi
小夏侯	xiaoxiahou
小夏侯尚书	xiaoxiahoushangshu
小星	xiaoxing
孝行览	xiaoxinglan
小序	xiaoxu
小学答问	xiaoxuedawen
小学绀珠	xiaoxueganzhu
小学钩沉	xiaoxuegouchen
小学考	xiaoxuekao
小学类	xiaoxuelei
小雅	xiaoya
逍遥游	xiaoyaoyou
校异同	xiaoyitong
萧云从	xiaoyuncong
校证	xiaozheng
小字录	xiaozilu
孝宗会要	xiaozonghuiyao
谢翱	xieao
写本	xieben
谢枋得	xiefangde
谢朏	xiefei
谢该	xiegai
协纪辨方书	xiejibianfangshu
写刻	xieke
蟹略	xielue
谢曼卿	xiemanqing
蟹谱	xiepu
谢启昆	xieqikun
谐声表	xieshengbiao
谐声偏旁	xieshengpianpang
谢维新	xieweixin
谢希深	xiexishen
谢宣城集	xiexuanchengji
谢延年	xieyannian
协韵	xieyun
叶韵	yeyun|xieyun
絜斋家塾书钞	xiezhaijiashushuchao
谢桢	xiezhen
新安文献志	xinanwenxianzhi
新安志	xinanzhi
新簿	xinbu
新出三体石经考	xinchusantishijingkao
心度	xindu
新法算书	xinfasuanshu
新方言	xinfangyan
新加九经字样	xinjiajiujingziyang
心经政经	xinjingzhengjing
新旧唐书合钞	xinjiutangshuhechao
新旧唐书互证	xinjiutangshuhuzheng
新刊平水礼部韵略	xinkanpingshuilibuyunlue
新论	xinlun
信南山	xinnanshan
心泉学诗稿	xinquanxueshigao
新书	xinshu
新台	xintai
新唐书	xintangshu
新唐书纠谬	xintangshujiumiu
信伪	xinwei
新五代史	xinwudaishi
新序	xinxu
新学伪经考	xinxueweijingkao
心易发微	xinyifawei
新仪象法要	xinyixiangfayao
新语	xinyu
邢昺	xingbing
刑德放	xingdefang
性恶	xinge
刑法	xingfa
形法	xingfa
刑法略	xingfalue
刑法志	xingfazhi
性故	xinggu
形近而误	xingjinerwu
行均	xingjun
性理大全书	xinglidaquanshu
性理精义	xinglijingyi
星历考原	xinglikaoyuan
性理群书句解	xingliqunshujujie
行露	xinglu
幸鲁盛典	xinglushengdian
刑名	xingming
星命溯源	xingmingsuyuan
星命总括	xingmingzongkuo
省愆集	xingqianji
性情集	xingqingji
性善堂稿	xingshantanggao
姓氏急就篇	xingshijijiupian
邢澍	xingshu
星算	xingsuan
杏庭摘稿	xingtingzhaigao
行苇	xingwei
兴文署	xingwenshu
兴文署本	xingwenshuben
星学大成	xingxuedacheng
形训	xingxun
荥阳外史集	xingyangwaishiji
行状	xingzhuang
熊安生	xiongansheng
熊峰集	xiongfengji
雄雉	xiongzhi
熊忠	xiongzhong
修辞鉴衡	xiucijianheng
绣公亭熏习录	xiugongtingxunxilu
修身	xiushen
修史	xiushi
修书	xiushu
修务训	xiuwuxun
袖珍本	xiuzhenben
徐敖	xuao
续编	xubian
徐秉义	xubingyi
续博物志	xubowuzhi
续茶经	xuchajing
许沖	xuchong
序传	xuchuan
徐鼎	xuding
续方言	xufangyan
徐公	xugong
续古今考	xugujinkao
续古文苑	xuguwenyuan
徐广	xuguang
许桂林	xuguilin
续汗简	xuhanjian
续后汉书	xuhouhanshu
续画品	xuhuapin
续集	xuji
徐坚	xujian
徐锴	xukai
序例	xuli
徐良	xuliang
叙录	xulu
续录	xulu
续吕氏家塾读诗记	xulvshijiashudushiji
续孟子	xumengzi
徐邈	xumiao
续名医类案	xumingyileian
续齐谐记	xuqixieji
许谦	xuqian
徐乾学	xuqianxue
徐善	xushan
许商	xushang
许慎	xushen
徐生	xusheng
许生	xusheng
徐氏笔精	xushibijing
续诗传鸟名	xushichuanniaoming
续诗传鸟名卷	xushichuanniaomingjuan
续诗话	xushihua
续书谱	xushupu
徐松	xusong
续宋编年资治通鉴	xusongbiannianzizhitongjian
徐天麟	xutianlin
续通典	xutongdian
续通志	xutongzhi
续卫氏礼记集说	xuweishilijijishuo
徐文靖	xuwenjing
续文献通考	xuwenxiantongkao
续文章正宗	xuwenzhangzhengzong
徐无党	xuwudang
徐无鬼	xuwugui
须溪四景诗集	xuxisijingshiji
徐霞客游记	xuxiakeyouji
续仙传	xuxianzhuan|xuxianchuan
徐襄	xuxiang
徐孝穆集笺注	xuxiaomujijianzhu
徐铉	xuxuan
续轩渠集	xuxuanquji
徐巡	xuxun
徐偃	xuyan
徐延	xuyan
徐彦	xuyan
许晏	xuyan
徐爰	xuyuan
徐元诰	xuyuangao
虚斋集	xuzhaiji
许郑	xuzheng
虚舟集	xuzhouji
续资治通鉴长编	xuzizhitongjianchangbian
徐遵明	xuzunming
宣德鼎彝谱	xuandedingyipu
旋风装	xuanfengzhuang
宣公	xuangong
宣和北苑贡茶录	xuanhebeiyuangongchalu
宣和博古图	xuanhebogutu
宣和奉使高丽图经	xuanhefengshigaolitujing
宣和画谱	xuanhehuapu
宣和书谱	xuanheshupu
璇玑钤	xuanjiqian
璇玑枢	xuanjishu
璇玑图诗读法	xuanjitushidufa
选举略	xuanjulue
宣明方论	xuanmingfanglun
玄鸟	xuanniao
选诗句图	xuanshijutu
宣室志	xuanshizhi
玄真子	xuanzhenzi
学案	xuean
雪窗集	xuechuangji
学而	xueer
薛福成	xuefucheng
学古编	xuegubian
学古绪言	xueguxuyan
薛广德	xueguangde
薛汉	xuehan
学记	xueji
雪矶丛稿	xuejiconggao
学礼质疑	xuelizhiyi
学林	xuelin
雪楼集	xuelouji
雪履斋笔记	xuelvzhaibiji
雪坡集	xuepoji
薛尚功	xueshanggong
学史	xueshi
薛氏医案	xueshiyian
雪堂	xuetang
薛涛李冶诗集	xuetaoliyeshiji
学言稿	xueyangao
学易初津	xueyichujin
学易记	xueyiji
学庸正说	xueyongzhengshuo
学馀堂文集	xueyutangwenji
学斋佔毕	xuezhaizhanbi
学斋占毕	xuezhaizhanbi
训诂	xungu
训解	xunjie
蟫精隽	xunjingjuan
荀况	xunkuang
荀勖	xunxu
巽隐集	xunyinji
荀悦	xunyue
逊志斋集	xunzhizhaiji
荀子	xunzi
荀子集解	xunzijijie
荀子考异	xunzikaoyi
荀子注	xunzizhu
训纂	xunzuan
雅颂正音	yasongzhengyin
颜安乐	yananle
研北杂志	yanbeizazhi
严粲	yancan
延笃	yandu
演繁录	yanfanlu
演繁露	yanfanlu
衍极	yanji
砚笺	yanjian
炎徼纪闻	yanjiaojiwen
严可均	yankejun
演孔图	yankongtu
燕礼	yanli
严陵集	yanlingji
雁门集	yanmenji
严彭祖	yanpengzu
延平答问	yanpingdawen
砚谱	yanpu
燕寝考	yanqinkao
演禽通纂	yanqintongzuan
阎若璩	yanruoqu
俨山集	yanshanji
弇山堂别集	yanshantangbieji
俨山外集	yanshanwaiji
颜山杂记	yanshanzaji
砚山斋杂记	yanshanzhaizaji
砚史	yanshi
燕石集	yanshiji
颜氏家训	yanshijiaxun
颜氏家训考证	yanshijiaxunkaozheng
颜体	yanti
盐铁论	yantielun
衍文	yanwen
岩下放言	yanxiafangyan
言行龟鉴	yanxingguijian
燕燕	yanyan
燕义	yanyi
燕翼诒谋录	yanyiyimoulu
雁影斋读书记	yanyingzhaidushuji
延佑四明志	yanyousimingzhi
颜渊	yanyuan
颜元孙	yanyuansun
鬳斋考工记解	yanzhaikaogongjijie
颜贞	yanzhen
淹中	yanzhong
彦周诗话	yanzhoushihua
弇州四部稿	yanzhousibugao
衍字	yanzi
晏子春秋	yanzichunqiu
晏子春秋音义	yanzichunqiuyinyi
羊弼	yangbi
杨伯嵓	yangboyan
杨赐	yangci
杨复	yangfu
杨复吉	yangfuji
杨公笔录	yanggongbilu
杨何	yanghe
阳货	yanghuo
杨简	yangjian
仰节堂集	yangjietangji
杨倞	yangjing
杨伦	yanglun
养蒙文集	yangmengwenji
杨墨	yangmo
阳平	yangping
阳秋	yangqiu
扬权	yangquan
杨荣	yangrong
阳入	yangru
杨绍和	yangshaohe
杨慎	yangshen
养生主	yangshengzhu
杨士勋	yangshixun
杨氏易传	yangshiyizhuan
杨守敬	yangshoujing
杨文忠三录	yangwenzhongsanlu
养吾斋集	yangwuzhaiji
养新录	yangxinlu
阳休	yangxiu
杨衒之	yangxuanzhi
杨亿	yangyi
扬之水	yangzhishui
杨仲弘集	yangzhonghongji
杨忠介集	yangzhongjieji
杨忠愍集	yangzhongminji
扬州芍药谱	yangzhoushaoyaopu
杨朱	yangzhu
扬子法言	yangzifayan
扬子法言音义	yangzifayanyinyi
扬子云集	yangziyunji
爻辞	yaoci
药地炮庄	yaodipaozhuang
尧典	yaodian
药房樵唱	yaofangqiaochang
尧峰文钞	yaofengwenchao
姚际恒	yaojiheng
姚宽	yaokuan
要略	yaolue
姚鼐	yaonai
姚平	yaoping
瑶石山人稿	yaoshishanrengao
尧问	yaowen
姚文田	yaowentian
姚铉	yaoxuan
要义	yaoyi
要用杂字	yaoyongzazi
要用字苑	yaoyongziyuan
尧曰	yaoyue
要字苑	yaoziyuan
叶八白易传	yebabaiyizhuan
野菜博录	yecaibolu
野处集	yechuji
野处类稿	yechuleigao
野处类藁	yechuleigao
叶大庆	yedaqing
叶德辉	yedehui
野古集	yeguji
野谷诗稿	yegushigao
野客丛书	yekecongshu
叶梦得	yemengde
野趣有声画	yequyoushenghua
叶时	yeshi
叶适	yeshi
叶氏春秋传	yeshichunqiuchuan
也是园	yeshiyuan
也是园书目	yeshiyuanshumu
叶图徵	yetuzheng
叶延珪	yeyangui
叶弈苞	yeyibao
野有蔓草	yeyoumancao
野有死麕	yeyousiqun|yeyousijun
叶韵汇辑	xieyunhuiji
邺中记	yezhongji
颐庵居士集	yianjushiji
抑庵文集	yianwenji
颐庵文选	yianwenxuan
夷白斋稿	yibaizhaigao
依傍	yibang
异本雌雄图	yibencixiongtu
易裨传	yibichuan
疑辨	yibian
易变体义	yibiantiyi
伊滨集	yibinji
议兵	yibing
益部方物略记	yibufangwulueji
益部谈资	yibutanzi
以谶说经	yichenshuojing
伊川	yichuan
易传灯	yichuandeng
以传附经	yichuanfujing
伊川易传	yichuanyizhuan
以词害命	yicihaiming
一峰文集	yifengwenji
义府	yifu
易附录纂注	yifuluzuanzhu
易服饰	yifushi
艺彀	yigou
疑古	yigu
仪顾堂题跋	yigutangtiba
益古演段	yiguyanduan
易卦图说	yiguatushuo
一贯问答	yiguanwenda
易汉学	yihanxue
义记	yiji
佚籍	yiji
益稷	yiji
遗籍	yiji
医家类	yijialei
易笺	yijian
易简说	yijianshuo
夷坚志	yijianzhi
夷坚支志	yijianzhizhi
猗嗟	yijie
医经	yijing
易经存疑	yijingcunyi
易经蒙引	yijingmengyin
医经溯洄集	yijingsuhuiji
易经通注	yijingtongzhu
易精蕴大义	yijingyundayi
以经证谶	yijingzhengchen
易经衷论	yijingzhonglun
猗觉寮杂记	yijueliaozaji
易类	yilei
医垒元戎	yileiyuanrong
义例	yili
易例	yili
逸礼	yili
仪礼古今文疏义	yiligujinwenshuyi
仪礼汉读考	yilihandukao
仪礼集编	yilijibian
仪礼集释	yilijishi
仪礼集说	yilijishuo
仪礼经传通解	yilijingzhuantongjie
仪礼经传通解续	yilijingzhuantongjiexu
仪礼旁通图	yilipangtongtu
仪礼商	yilishang
仪礼释宫	yilishigong
仪礼释宫增注	yilishigongzengzhu
仪礼石经校勘记	yilishijingjiaokanji
仪礼识误	yilishiwu
仪礼释义	yilishiyi
仪礼释注	yilishizhu
仪礼疏	yilishu
仪礼述注	yilishuzhu
仪礼私笺	yilisijian
仪礼图	yilitu
仪礼析疑	yilixiyi
仪礼小疏	yilixiaoshu
仪礼要义	yiliyaoyi
仪礼逸经	yiliyijing
仪礼音	yiliyin
仪礼章句	yilizhangju
仪礼正义	yilizhengyi
仪礼郑注句读	yilizhengzhujudou
仪礼注疏	yilizhushu
仪礼注疏详校	yilizhushuxiangxiao
意林	yilin
艺林汇考	yilinhuikao
艺林学山	yilinxueshan
伊洛渊源录	yiluoyuanyuanlu
医闾集	yilvji
义门读书记	yimendushuji
医门法律	yimenfalv
疑年录	yinianlu
易筌	yiquan
移让太常博士书	yirangtaichangboshishu
遗山集	yishanji
颐山诗话	yishanshihua
一山文集	yishanwenji
佚失	yishi
绎史	yishi
逸诗	yishi
义疏	yishu
佚书	yishu
逸书	yishu
易数钩隐图	yishugouyintu
艺术类	yishulei
医说	yishuo
易说	yishuo
遗说	yishuo
易俟	yisi
易通	yitong
易通变	yitongbian
易通释	yitongshi
易童子问	yitongziwen
易图略	yitulue
易图明辨	yitumingbian
易图说	yitushuo
易图通变	yitutongbian
依托象类	yituoxianglei
易外别传	yiwaibiezhuan
易纬	yiwei
易纬辨终备	yiweibianzhongbei
易纬稽览图	yiweijilantu
易纬坤灵图	yiweikunlingtu
易纬乾元序制记	yiweiqianyuanxuzhiji
易纬是类谋	yiweishileimou
易纬通卦验	yiweitongguayan
佚文	yiwen
异文	yiwen
异闻	yiwen
遗文	yiwen
以文害辞	yiwenhaici
艺文类聚	yiwenleiju
艺文略	yiwenlue
艺文志	yiwenzhi
义乌	yiwu
噫嘻	yixi
易像钞	yixiangchao
易象大意存解	yixiangdayicunjie
易象钩解	yixianggoujie
易象图说	yixiangtushuo
易象义	yixiangyi
易象意言	yixiangyiyan
易象正	yixiangzheng
易小帖	yixiaotie
易小传	yixiaozhuan
易璇玑	yixuanji
易学	yixue
易学辨惑	yixuebianhuo
易学变通	yixuebiantong
易学滥觞	yixuelanshang
易学启蒙	yixueqimeng
易学启蒙通释	yixueqimengtongshi
易学启蒙小传	yixueqimengxiaozhuan
易学象数论	yixuexiangshulun
医学源流论	yixueyuanliulun
义训	yixun
伊训	yixun
意言	yiyan
疑耀	yiyao
易义	yiyi
遗逸	yiyi
易义别录	yiyibielu
易翼传	yiyichuan
易义古象通	yiyiguxiangtong
一义解	yiyijie
以意逆志	yiyinizhi
易翼述信	yiyishuxin
易翼说	yiyishuo
易翼宗	yiyizong
易音	yiyin
易用	yiyong
易馀	yiyu
疑狱集	yiyuji
异域录	yiyulu
亦玉堂稿	yiyutanggao
异鱼图赞	yiyutuzan
异鱼图赞补	yiyutuzanbu
异鱼图赞笺	yiyutuzanjian
异苑	yiyuan
易原	yiyuan
易源奥义	yiyuanaoyi
易原就正	yiyuanjiuzheng
易韵	yiyun
艺芸书舍	yiyunshushe
艺芸书舍宋元本书目	yiyunshushesongyuanbenshumu
易斋集	yizhaiji
毅斋集	yizhaiji
彝斋文编	yizhaiwenbian
异斋文集	yizhaiwenji
易章句	yizhangju
义证	yizheng
易郑注	yizhengzhu
医旨绪馀	yizhixuyu
益州名画录	yizhouminghualu
逸周书	yizhoushu
逸周书补注	yizhoushubuzhu
仪注	yizhu
易传	yizhuan|yichuan
易酌	yizhuo
易纂言	yizuanyan
易纂言外翼	yizuanyanwaiyi
殷崇	yinchong
音辞	yinci
音辞篇	yincipian
印典	yindian
殷璠	yinfan
阴丰	yinfeng
阴符经讲义	yinfujingjiangyi
阴符经解	yinfujingjie
阴符经考异	yinfujingkaoyi
尹更始	yingengshi
隐公	yingong
银海精微	yinhaijingwei
尹和靖年谱	yinhejingnianpu
因话录	yinhualu
殷佳	yinjia
音近而误	yinjinerwu
隐居通议	yinjutongyi
殷钧	yinjun
音理	yinli
音论	yinlun
音律	yinlv
阴平	yinping
音谱	yinpu
殷其雷	yinqilei
蚓窍集	yinqiaoji
阴入	yinru
殷商贞卜文字考	yinshangzhenbuwenzikao
音式	yinshi
音释	yinshi
音释本	yinshiben
阴时夫	yinshifu
殷文存	yinwencun
尹文子	yinwenzi
殷武	yinwu
音系	yinxi
尹咸	yinxian
殷墟书契	yinxushuqi
殷墟书契后编	yinxushuqihoubian
殷墟书契菁华	yinxushuqijinghua
殷墟书契考释	yinxushuqikaoshi
殷墟书契续编	yinxushuqixubian
音学辨微	yinxuebianwei
阴阳五行	yinyangwuxing
尹毅	yinyi
音义	yinyi
因音求义	yinyinqiuyi
因园集	yinyuanji
音韵阐微	yinyunchanwei
音韵述微	yinyunshuwei
印证	yinzheng
胤征	yinzheng
殷忠	yinzhong
殷仲堪	yinzhongkan
盈川集	yingchuanji
颍川语小	yingchuanyuxiao
应帝王	yingdiwang
嬴公	yinggong
颖客	yingke
瀛奎律髓	yingkuilvsui
营平二州地名记	yingpingerzhoudimingji
应瑞图	yingruitu
应劭	yingshao
楹书隅录	yingshuyulu
影印	yingyin
影印本	yingyinben
营造法式	yingzaofashi
应斋杂著	yingzhaizazhu
庸庵集	yonganji
鄘风	yongfeng
永嘉八面锋	yongjiabamianfeng
雍录	yonglu
用人	yongren
甬上耆旧诗	yongshangqijiushi
庸生	yongsheng
咏物诗	yongwushi
雍也	yongye
用易详解	yongyixiangjie
庸斋集	yongzhaiji
有駜	youbi
游城南记	youchengnanji
有度	youdu
有杕之杜	youduozhidu
有瞽	yougu
友古词	youguci
优古堂诗话	yougutangshihua
有狐	youhu
游宦纪闻	youhuanjiwen
游记	youji
幽间鼓吹	youjianguchui
有客	youke
友林乙稿	youlinyigao
尤袤	youmao
有女同车	younvtongche
有始览	youshilan
友石山人遗稿	youshishanrenyigao
有司	yousi
右文	youwen
右文说	youwenshuo
輶轩使者绝代语释别国方言	youxuanshizhejuedaiyushibieguofangyan
酉阳杂众	youyangzazhong
宥坐	youzuo
愚庵小集	yuanxiaoji
玉版	yuban
玉楮集	yuchuji
舆地	yudi
舆地碑记目	yudibeijimu
舆地广记	yudiguangji
语典	yudian
御定词谱	yudingcipu
御定道德经注	yudingdaodejingzhu
御定分类字锦	yudingfenleizijin
御定康熙字典	yudingkangxizidian
御定历代赋汇	yudinglidaifuhui
御定历代纪事年表	yudinglidaijishinianbiao
御定历代题画诗类	yudinglidaitihuashilei
御定内则衍义	yudingneizeyanyi
御定佩文韵府	yudingpeiwenyunfu
御定佩文斋广群芳谱	yudingpeiwenzhaiguangqunfangpu
御定佩文斋书画谱	yudingpeiwenzhaishuhuapu
御定佩文斋咏物诗选	yudingpeiwenzhaiyongwushixuan
御定骈字类编	yudingpianzileibian
御定千叟宴诗	yudingqiansouyanshi
御定曲谱	yudingqupu
御订全金诗增补中州集	yudingquanjinshizengbuzhongzhouji
御定全唐诗	yudingquantangshi
御定全唐诗录	yudingquantangshilu
御定人臣儆心录	yudingrenchenjingxinlu
御定孝经衍义	yudingxiaojingyanyi
御定孝经注	yudingxiaojingzhu
御定小学集注	yudingxiaoxuejizhu
御定星历考原	yudingxinglikaoyuan
御定音韵阐微	yudingyinyunchanwei
御定渊鉴类函	yudingyuanjianleihan
御定月令辑要	yudingyuelingjiyao
御定子史精华	yudingzishijinghua
御定资政要览	yudingzizhengyaolan
御定资治通鉴纲目三编	yudingzizhitongjiangangmusanbian
虞东学诗	yudongxueshi
玉斗山人集	yudoushanrenji
与夺	yuduo
虞翻	yufan
渔父	yufu
禹贡	yugong
禹贡长笺	yugongchangjian
禹贡后论	yugonghoulun
禹贡会笺	yugonghuijian
禹贡论	yugonglun
禹贡说断	yugongshuoduan
禹贡郑注释	yugongzhengzhushi
禹贡指南	yugongzhinan
禹贡锥指	yugongzhuizhi
禹贡锥指刊误	yugongzhuizhikanwu
愚谷集	yuguji
玉管照神局	yuguanzhaoshenju
玉海	yuhai
玉函山房辑佚书	yuhanshanfangjiyishu
雨航杂录	yuhangzalu
玉壶避览	yuhubilan
于湖词	yuhuci
玉壶野史	yuhuyeshi
玉机微义	yujiweiyi
余嘉锡	yujiaxi
寓简	yujian
玉井樵唱	yujingqiaochang
庾开府集笺注	yukaifujijianzhu
御览经史讲义	yulanjingshijiangyi
御览诗	yulanshi
喻老	yulao
鱼丽	yuli
喻林	yulin
语录钞	yuluchao
玉名诂	yuminggu
御批历代通鉴辑览	yupilidaitongjianjilan
御批续资治通鉴纲目	yupixuzizhitongjiangangmu
御批资治通鉴纲目	yupizizhitongjiangangmu
御批资治通鉴纲目前编	yupizizhitongjiangangmuqianbian
玉篇	yupian
玉坡奏议	yupozouyi
棫樸	yupu
于清端政书	yuqingduanzhengshu
鱼拳	yuquan
玉泉子	yuquanzi
玉山纪游	yushanjiyou
玉山名胜集	yushanmingshengji
玉山璞稿	yushanpugao
