孙权	sunquan
颍川	yingchuan
步骘	buzhi
曹魏	caowei
草船借箭	caochuanjiejian
陈表	chenbiao
陈武	chenwu
程咨	chengzi
赤壁之战	chibizhizhan
大将军	dajiangjun
戴良	dailiang
东吴	dongwu
顾承	gucheng
顾邵	gushao
顾谭	gutan
广陵	guangling
合肥之战	hefeizhizhan
华核	huahe
济阴	jiyin
建业	jianye
交州	jiaozhou
临淮	linhuai
刘略	liulue
庐江	lujiang
鲁淑	lushu
陆景	lujing
陆抗	lukang
陆逊	luxun|lua
吕岱	lvdai
南阳	nanyang
潘璋	panzhang
骑都尉	qiduwei
全怿	quanyi
士壹	shiyi
侍中	shizhong
蜀汉	shuhan
孙绰	sunchuo
孙坚	sunjian
孙峻	sunjun
孙苗	sunmiao
孙伟	sunwei
孙秀	sunxiu
孙异	sunyi
孙越	sunyue
孙翊	sunyi
讨虏将军	taolujiangjun
吾粲	wucan
吴郡	wujun
武昌	wuchang
夏口	xiakou
薛珝	xuexu
薛莹	xueying
薛综	xuezong
严畯	yanjun
夷陵之战	yilingzhizhan
虞翻	yufan
虞汜	yusi
豫章	yuzhang
张承	zhangcheng
张纮	zhanghong
张梁	zhangliang
张尚	zhangshang
张温	zhangwen
中书令	zhongshuling
钟离	zhongli
钟离牧	zhonglimu
周处	zhouchu
周泰	zhoutai
周循	zhouxun
周胤	zhouyin
周鲂	zhoufang
朱桓	zhuhuan
朱然	zhuran
朱熊	zhuxiong
朱异	zhuyi
诸葛瑾	zhugejin|zhugea
李恢	lihui
断头将军	duantoujiangjun
张郃	zhanghe
向宠	xiangchong
刘恢	liuhui
诸葛恪	zhugeke
徐邈	xumiao
许攸	xuyou
马忠	mazhong
连营寨	lianyingzhai
水淹七军	shuiyanqijun
田豫	tianyu
王弼	wangbi
董和	donghe
孙策伯符	suncebofu
古城会	guchenghui
钟繇	zhongyao
蜀汉	shuhan
七星宝刀	qixingbaodao
蒋济	jiangji
夏侯敦	xiahoudun
孙綝	sunshen|sunchen
孟光	mengguang
三国	sanguo
李肃	lisu
诸葛瑾	zhugejin|zhugea
文聘	wenpin
任峻	renjun
赵昂	zhaoang
陈球	chenqiu
士徽	shihui
于禁	yujin
周毖	zhoubi
马超	machao
糜芳	mifang
郭图	guotu
张绣	zhangxiu
顾雍	guyong
杜微	duwei
张任	zhangren
妫览	guilan
刘虞	liuyu
藤甲兵	tengjiabing
典韦	dianwei
于诠	yuquan
孙峻	sunjun
蹇硕	jianshuo
焚香礼拜	fenxianglibai
赵子龙	zhaozilong
孟达	mengda
孙霸	sunba
霍峻	huojun
曹操	caocao|caoa
徐质	xuzhi
程昱	chengyu|chenga
郭女王	guonvwang
邓茂	dengmao
刘桢	liuzhen
高沛	gaopei
陈仓之战	chencangzhizhan
卫瓘	weiguan
王允	wangyun
乐进	lejin
曹叡	caorui
司马炎	simayan
段煨	duanwei
倚天剑	yitianjian
蒯越	kuaiyue
司马昭	simazhao|simaa
关宁	guanning
负重致远	fuzhongzhiyuan|fuchongzhiyuan
吉平	jiping
祢衡	miheng
孙吴	sunwu
双股剑	shuanggujian
夏侯威	xiahouwei
池中物	chizhongwu
轲比能	kebineng
繁钦	fanqin
邓艾	dengai|denga
辕门射戟	yuanmensheji
刘琦	liuqi
吕范	lvfan
张昭	zhangzhao|zhanga
朱士行	zhushixing
陆云	luyun
何颙	heyong
张嶷	zhangyi
美髯公	meirangong
夏侯渊	xiahouyuan
刘焉	liuyan
侯览	houlan
姜维	jiangwei|jianga
穷途之哭	qiongtuzhiku
张邈	zhangmiao
潘璋	panzhang
丁谧	dingmi
孙瑜	sunyu
三曹	sancao
邯郸淳	handanchun
王延	wangyan
孙翊	sunyi
不知所云	buzhisuoyun
王浚	wangjun
孙皓	sunhao
王粲	wangcan
孙皎	sunjiao
吕岱	lvdai
韩当	handang
袁尚	yuanshang
黄权	huangquan
韩德	hande
夏侯兰	xiahoulan
邴原	bingyuan
乐不思蜀	lebusishu
赵咨	zhaozi
青钢剑	qinggangjian
官渡之战	guanduzhizhan
曹爽	caoshuang
吾彦	wuyan
郭汜	guosi
刘辩	liubian
煮豆燃萁	zhudouranqi
华容道	huarongdao
李儒	liru|lia
败走麦城	baizoumaicheng
何进	hejin
孙亮	sunliang
人生如寄	renshengruji
崔禹	cuiyu
黄琼	huangqiong
刘秀	liuxiu
司马望	simawang
初出茅庐	chuchumaolu
石苞	shibao
党锢之祸	dangguzhihuo
五虎上将	wuhushangjiang
程普	chengpu
一身是胆	yishenshidan
刘豹	liubao
徐盛	xusheng
马融	marong
刘禅	liushan|liuchan
缪袭	miuxi
陈俊	chenjun
皇甫谧	huangfumi
魏续	weixu
胡轸	huzhen
敝帚千金	bizhouqianjin
李春香	lichunxiang
嵇康	jikang
夏侯惇	xiahoudun
位极人臣	weijirenchen
曹冲	caochong
捉放曹	zhuofangcao
诸葛绪	zhugexu
淳于琼	chunyuqiong
回荆州	huijingzhou
孙坚	sunjian
周鲂	zhoufang
高览	gaolan
蜈蚣精	wugongjing
师友祭酒	shiyoujijiu
谯周	qiaozhou
刘康	liukang
无双上将	wushuangshangjiang
铁脊蛇矛	tiejishemao
徐干	xugan
水镜先生	shuijingxiansheng
孙寿	sunshou
诸葛亮	zhugeliang|zhugea
三国名将	sanguomingjiang
郭伋	guoji
潘隐	panyin
泠苞	lingbao
杨龄	yangling
曹植	caozhi|caoa
刘肇	liuzhao
赵月	zhaoyue
阚泽	kanze|kana
颜良	yanliang
小乔	xiaoqiao|xiaoa
老牛舐犊	laoniushidu
髀肉复生	biroufusheng
孙礼	sunli
董朝	dongchao
辛宪英	xinxianying
何仪	heyi
后患无穷	houhuanwuqiong
孙鲁班	sunluban
貂蝉	diaochan
势如破竹	shirupozhu
严政	yanzheng
太史慈	taishici
逍遥津	xiaoyaojin
陈应	chenying
得陇望蜀	delongwangshu
孙乾	sunqian
刘备招亲	liubeizhaoqin
孙策	sunce
孙静	sunjing
郝萌	haomeng
陈矫	chenjiao
下笔成章	xiabichengzhang
曹安民	caoanmin
刘谌	liushen|liuchen
孙鲁育	sunluyu
郝昭	haozhao|haoa
司马懿	simayi|simaa
董荼那	dongtuna
郭嘉	guojia|guoa
高干	gaogan
专属	zhuanshu
陈宫	chengong|chena
武安国	wuanguo
石广元	shiguangyuan
徐荣	xurong
甄氏	zhenshi
刘文	liuwen
马谡	masu|maa
平视获罪	pingshihuozui
取成都	quchengdu
公孙渊	gongsunyuan
朱儁	zhujun
傅彤	futong
张宝	zhangbao
虞诩	yuxu
公孙瓒	gongsunzan
李典	lidian
刘巴	liuba
凤鸣关	fengmingguan
曹睿	caorui
邓芝	dengzhi
关林	guanlin
魏延	weiyan
袁谭	yuantan
张飞	zhangfei
张虎	zhanghu
司马孚	simafu
王朗	wanglang|wanga
朱然	zhuran
荀顗	xunyi
失街亭	shijieting
清尘浊水	qingchenzhuoshui
董承	dongcheng
汉灵帝	hanlingdi
刘徽	liuhui
简雍	jianyong
陶谦	taoqian
左慈	zuoci
韩嵩	hansong
曹仁	caoren
任棠	rentang
徐晃	xuhuang
傅嘏	fugu
蹋顿	tadun
张猛	zhangmeng
杨仪	yangyi
杜路	dulu
丁冲	dingchong
明眸善睐	mingmoushanlai
枣祗	zaozhi
刘放	liufang
异说三国	yishuosanguo
邺城之战	yechengzhizhan
窦固	dougu
胡车儿	hucheer
成廉	chenglian
辛敞	xinchang
曹节	caojie
荀爽	xunshuang
作奸犯科	zuojianfanke
三让徐州	sanrangxuzhou
马腾	mateng
李严	liyan
祝融夫人	zhurongfuren
曹奂	caohuan
曹熊	caoxiong
斩马谡	zhanmasu
曹熙	caoxi
定军山	dingjunshan
民王	minwang
朱桓	zhuhuan
周泰	zhoutai
张辽	zhangliao
公孙度	gongsundu
张奂	zhanghuan
马援	mayuan
鹦鹉赋	yingwufu
孙登	sundeng
公孙康	gongsunkang
陈泰	chentai
窦武	douwu
辛毗	xinpi
张济	zhangji
陈琳	chenlin
阎宇	yanyu
韩忠	hanzhong
赵云	zhaoyun|zhaoa
宋果	songguo
王元姬	wangyuanji
蔡文姬	caiwenji
陈群	chenqun|chena
贾充	jiachong
常雕	changdiao
曹髦	caomao
刘庄	liuzhuang
一臂之力	yibizhili
袁术	yuanshu
吴懿	wuyi
华佗	huatuo
留赞	liuzan
蔡琰	caiyan
毛玠	maojie
吕翔	lvxiang
关兴	guanxing
三英	sanying
飞熊军	feixiongjun
陈孙	chensun
孟获	menghuo
凌统	lingtong
钟缙	zhongjin
费祎	feiyi
扇火止沸	shanhuozhifei
张允	zhangyun
童稚	tongzhi
韩遂	hansui
杨修	yangxiu|yanga
王观	wangguan
梁冀	liangji
毛宗岗	maozonggang
贺齐	heqi
方悦	fangyue
张苞	zhangbao
关平	guanping
绵竹关	mianzhuguan
不出所料	buchusuoliao
沮授	jushou
江上行	jiangshangxing
鲁肃	lusu|lua
陈到	chendao
马良	maliang|maa
曹休	caoxiu
陈蕃	chenfan
荀彧	xunyu
韩馥	hanfu
蔡邕	caiyong
十常侍	shichangshi
伊籍	yiji
黄巾起义	huangjinqiyi
旦夕之危	danxizhiwei
夏侯霸	xiahouba
祖茂	zumao
刘繇	liuyao
韩福	hanfu
严颜	yanyan
董昭	dongzhao
范粲	fancan
斩六将	zhanliujiang
超群绝伦	chaoqunjuelun
羊续	yangxu
杜袭	duxi
田丰	tianfeng|tiana
庞德公	pangdegong
董厥	dongjue
张鲁	zhanglu
董允	dongyun
张翼	zhangyi
郭淮	guohuai
刘馥	liufu
孙休	sunxiu
彻里吉	cheliji
全琮	quancong
吴汉	wuhan
文钦	wenqin
三顾茅庐	sangumaolu
孙尚香	sunshangxiang|sunshanga
金旋	jinxuan
泡面三国	paomiansanguo
崔州平	cuizhouping
张承	zhangcheng
庞德	pangde
小宴	xiaoyan
贾诩	jiaxu|jiaa
周仓	zhoucang
杜琼	duqiong
八阵图	bazhentu
朱异	zhuyi
李傕	lijue
妄自菲薄	wangzifeibo
诸葛谨	zhugejin
袁绍	yuanshao
曹腾	caoteng
荀勖	xunxu
司马师	simashi
步骘	buzhi
徐庶	xushu|xua
长坂坡	changbanpo
桓范	huanfan
丁原	dingyuan
陈耽	chendan
伯仲之间	bozhongzhijian
黄祖	huangzu
王肃	wangsu
孟德献刀	mengdexiandao
管辂	guanlu
曹丕	caopi|caoa
曹彰	caozhang
钟绅	zhongshen
曹彪	caobiao
车载斗量	chezaidouliang
周处	zhouchu
糜竺	mizhu
张就	zhangjiu
陆逊	luxun|lua
羊祜	yanghu
曹霖	caolin
汉少帝	hanshaodi
张仲景	zhangzhongjing
乔国老	qiaoguolao
宝刀未老	baodaoweilao
张温	zhangwen
反间计	fanjianji
蒋钦	jiangqin
赵睿	zhaorui
田畴	tianchou
月明星稀	yuemingxingxi
王平	wangping
华融	huarong
周群	zhouqun
关纯	guanchun
毕轨	bigui
平南将军	pingnanjiangjun
殷礼	yinli
陈骞	chenqian
荐祢衡表	jianmihengbiao
浮瓜沉季	fuguachenji
张禹	zhangyu
集思广益	jisiguangyi
波间带	bojiandai
拖刀计	tuodaoji
黄盖	huanggai
王芬	wangfen
刘表	liubiao
桓彝	huanyi
诸葛瞻	zhugezhan
庞统	pangtong|panga
张悌	zhangti
刘协	liuxie
杨俊	yangjun
文丑	wenchou
诸葛靓	zhugeliang
夏侯杰	xiahoujie
吴班	wuban
王累	wanglei
刘毅	liuyi
一时瑜亮	yishiyuliang
仰人鼻息	yangrenbixi
白马之战	baimazhizhan
过五关	guowuguan
阴识	yinshi
吕蒙	lvmeng|lva
孔秀	kongxiu
指日可待	zhirikedai
张角	zhangjiao
吕旷	lvkuang
汉献帝	hanxiandi
秦朗	qinlang
周善	zhoushan
曹洪	caohong
名不虚传	mingbuxuchuan
吕据	lvju
管宁	guanning
曹真	caozhen
孟公威	menggongwei
秦宓	qinmi
杨震	yangzhen
陈珪	chengui
于吉	yuji
周瑜	zhouyu|zhoua
向朗	xianglang
黄忠	huangzhong
潘凤	panfeng
孔融	kongrong
虞翻	yufan
管亥	guanhai
雷叙	leixu
刘基	liuji
朱治	zhuzhi
虎踞鲸吞	hujujingtun
桃园结义	taoyuanjieyi
杜夔	dukui
空城计	kongchengji
诸葛尚	zhugeshang
孙桓	sunhuan
刘晔	liuye
甘宁	ganning
赤壁之战	chibizhizhan
张松	zhangsong|zhanga
如鱼得水	ruyudeshui
刮目相待	guamuxiangdai
耿弇	gengyan
司马伷	simazhou
关羽	guanyu|guana
出言不逊	chuyanbuxun
满宠	manchong
草船借箭	caochuanjiejian
巢毁卵破	chaohuiluanpo
陈式	chenshi
陈震	chenzhen
娄圭	lougui
吴质	wuzhi
刘备	liubei
曹昂	caoang
钟会	zhonghui
诸葛均	zhugejun
邓禹	dengyu
探囊取物	tannangquwu
荀悦	xunyue
华雄	huaxiong
兀突骨	wutugu
蒋琬	jiangwan|jianga
卢植	luzhi
廖化	liaohua
吕布	lvbu
董卓	dongzhuo
崔琰	cuiyan
荀攸	xunyou|xuna
牵招	qianzhao
许生	xusheng
坚壁清野	jianbiqingye
偃旗息鼓	yanqixigu
卧龙吟	wolongyin
白衣渡江	baiyidujiang
黄承彦	huangchengyan
骆统	luotong
陆绩	luji
法正	fazheng|faa
陈登	chendeng|chena
马岱	madai
蒋干	jianggan
赵广	zhaoguang
刘泌	liumi
王双	wangshuang
淳于导	chunyudao
孙权	sunquan
蔡瑁	caimao
刘璋	liuzhang
华歆	huaxin
张梁	zhangliang
文鸯	wenyang
穆顺	mushun
审配	shenpei
伪君子	weijunzi
张让	zhangrang
毋丘俭	wuqiujian
许褚	xuchu|xuzhu
曹芳	caofang
赵统	zhaotong
刘封	liufeng
奋武扬威	fenwuyangwei
李固	ligu
焦炳	jiaobing
诸葛诞	zhugedan
曹魏	caowei
张纮	zhanghong
陆凯	lukai
李膺	liying
黄劭	huangshao
马钧	majun
司马攸	simayou
安北将军	anbeijiangjun
安定	anding
安东将军	andongjiangjun
安国将军	anguojiangjun
安南将军	annanjiangjun
安平港	anpinggang
暗器	anqi
安西将军	anxijiangjun
昂扬	angyang
霸王	bawang
百出	baichu
白马	baima
白马港	baimagang
褒赏	baoshang
宝物	baowu
北海	beihai
北平	beiping
必杀技	bishaji
兵粮	bingliang
摒弃	bingqi
兵舍	bingshe
捕缚	bufu
补给	buji|bugei
不屈	buqu
操舵	caoduo
柴桑	chaisang
长安	changan
长柄	changbing
长驱	changqu
长沙	changsha
陈留	chenliu
沉着	chenzhuo
成都	chengdu
城塞	chengsai
城市	chengshi
丞相	chengxiang
赤兔马	chituma
冲车	chongche
出征	chuzheng
大仓令	dacangling
大都督	dadudu
大盾	dadun
大鸿胪	dahonglu
大将军	dajiangjun
大市场	dashichang
大司马	dasima
大司农	dasinong
大宛马	dawanma
待伏	daifu
待命	daiming
单挑	dantiao
的卢	delu|dilu
洞察	dongcha
斗舰	doujian
斗神	doushen
都市	dushi
都尉	duwei
短戟	duanji
遁走	dunzou
发明	faming
反计	fanji
繁殖	fanzhi
防卫	fangwei
飞刀	feidao
飞将	feijiang
俸禄	fenglu
风水	fengshui
伏兵	fubing
富豪	fuhao
俘虏	fulu
涪水关	fushuiguan
辅佐	fuzuo
港口	gangkou
高唐港	gaotanggang
公安港	gongangang
攻城	gongcheng
工房	gongfang
功绩	gongji
攻击	gongji
弓将	gongjiang
工神	gongshen
弓神	gongshen
攻心	gongxin
谷仓	gucang
关隘	guanai
官渡港	guandugang
贯箭	guanjian
官职	guanzhi
光禄勋	guangluxun
诡计	guiji
规律	guilv
鬼门	guimen
鬼谋	guimou
桂阳	guiyang
海陵港	hailinggang
还射	haishe
函谷关	hanguguan
汉津港	hanjingang
汉中	hanzhong
黑市	heishi
横扫	hengsao
后将军	houjiangjun
壶关	huguan
护军	hujun
虎牢关	hulaoguan
虎林港	hulingang
护卫	huwei
湖阳港	huyanggang
皇帝	huangdi
黄门侍郎	huangmenshilang
蝗灾	huangzai
火船	huochuan
火攻	huogong
火计	huoji
火球	huoqiu
火神	huoshen
火矢	huoshi
火焰球	huoyanqiu
火焰种	huoyanzhong
火种	huozhong
戟兵	jibing
疾驰	jichi
戟将	jijiang
掎角	jijiao
计略	jilue
机略	jilue
计略府	jiluefu
集齐	jiqi
戟神	jishen
急袭	jixi
葭萌关	jiamengguan
剑兵	jianbing
箭盾	jiandun
剑阁	jiange
箭楼	jianlou
建宁	jianning
坚守	jianshou
建业	jianye
江都港	jiangdugang
江津港	jiangjingang
江陵	jiangling
江夏	jiangxia
江州	jiangzhou
解毒	jiedu
金刚	jingang
晋阳	jinyang
井栏	jinglan
精妙	jingmiao
九江港	jiujianggang
厩舍	jiushe
句章港	juzhanggang
爵位	juewei
绝影	jueying
军事	junshi
军师	junshi
军事府	junshifu
军师将军	junshijiangjun
军团	juntuan
军屯农	juntunnong
军乐台	junyuetai
军制改革	junzhigaige
君主	junzhu
开发	kaifa
开发木兽	kaifamushou
开发投石	kaifatoushi
看破	kanpo
会稽	kuaiji
扩展港关	kuozhangangguan
郎中	langzhong
李广弓	liguanggong
练兵	lianbing
练兵所	lianbingsuo
炼成火药	lianchenghuoyao
炼成炸药	lianchengzhayao
连环	lianhuan
连击	lianji
连弩楼	liannulou
临济港	linjigang
零陵	lingling
流放	liufang
留府长史	liufuzhangshi
六韬	liutao
流星锤	liuxingchui
流言	liuyan
楼船	louchuan
庐江	lujiang
陆口港	lukougang
庐陵港	lulinggang
乱射	luanshe
乱战	luanzhan
论客	lunke
落雷	luolei
罗县港	luoxiangang
螺旋突刺	luoxuantuci
洛阳	luoyang
孟德新书	mengdexinshu
孟津港	mengjingang
猛者	mengzhe
猛撞	mengzhuang
米道	midao
秘计	miji
秘书令	mishuling
绵竹关	mianzhuguan
妙计	miaoji
灭火	miehuo
明镜	mingjing
名马	mingma
名声	mingsheng
貊弓	mogong
墨子	mozi
木牛流马	muniuliuma
木兽	mushou
耐久	naijiu
南蛮	nanman
南皮	nanpi
难所行军	nansuoxingjun
内讧	neihong
内政	neizheng
内助	neizhu
能吏	nengli
农场	nongchang
弩兵	nubing
怒发	nufa
培训工兵	peixungongbing
培育武将	peiyuwujiang
喷火	penhuo
裨将军	pijiangjun
霹雳	pili
偏将军	pianjiangjun
骠骑将军	piaoqijiangjun
平北将军	pingbeijiangjun
评定	pingding
平东将军	pingdongjiangjun
平南将军	pingnanjiangjun
平西将军	pingxijiangjun
平原	pingyuan
破虏将军	polujiangjun
破碎	posui
鄱阳港	poyanggang
破贼校尉	pozeixiaowei
濮阳	puyang
骑兵	qibing
祈祷	qidao
齐攻	qigong
骑将	qijiang
气力	qili
骑射	qishe
骑神	qishen
奇袭	qixi
七星宝刀	qixingbaodao
前将军	qianjiangjun
枪兵	qiangbing
强夺	qiangduo
枪将	qiangjiang
强弩	qiangnu
枪神	qiangshen
强袭	qiangxi
强行	qiangxing
强运	qiangyun
羌族	qiangzu
亲蛮	qinman
亲羌	qinqiang
亲善	qinshan
亲乌	qinwu
亲越	qinyue
青釭剑	qinggangjian
倾国	qingguo
青龙偃月刀	qinglongyanyuedao
请求援军	qingqiuyuanjun
曲阿港	quagang
驱虎吞狼	quhutunlang
驱逐	quzhu
全部队	quanbudui
全道具	quandaoju
全都市	quandoushi
全港关	quangangguan
全军团	quanjuntuan
全势力	quanshili
全武将	quanwujiang
扰乱	raoluan
人材府	rencaifu
仁政	renzheng
儒林校尉	rulinxiaowei
汝南	runan
濡须港	ruxugang
三略	sanlue
扫讨	saotao
山越	shanyue
商人	shangren
尚书令	shangshuling
上庸	shangyong
少府	shaofu
射程	shecheng
蛇矛	shemao
射手	sheshou
设置	shezhi
神火计	shenhuoji
神将	shenjiang
深谋	shenmou
神算	shensuan
士兵	shibing
石兵八阵	shibingbazhen
市场	shichang
市价	shijia
侍郎	shilang
势力港关	shiligangguan
势力官职	shiliguanzhi
势力情报	shiliqingbao
势力武将	shiliwujiang
石墙	shiqiang
诗想	shixiang
石造建筑	shizaojianzhu
侍中	shizhong
寿春	shouchun
手戟	shouji
授予没收	shouyumoshou
书籍	shuji
熟练兵	shulianbing
输送	shusong
水将	shuijiang
水神	shuishen
司空	sikong
司马	sima
司马法	simafa
司徒	situ
死亡	siwang
孙子兵法	sunzibingfa
所属武将	suoshuwujiang
踏破	tapo
太常	taichang
太鼓台	taigutai
太乐令	taileling
太平要术	taipingyaoshu
太仆	taipu
太史令	taishiling
太守	taishou
太尉	taiwei
太学博士	taixueboshi
檀弓	tangong
探索人才	tansuorencai
讨逆将军	taonijiangjun
特技	teji
藤甲	tengjia
天水	tianshui
铁壁	tiebi
铁锁	tiesuo
廷尉	tingwei
停战协定	tingzhanxieding
潼关	tongguan
同盟	tongmeng
铜雀	tongque
投石	toushi
投石台	toushitai
突刺	tuci
突即	tuji
突进	tujin
土垒	tulei
突破	tupo
推进	tuijin
退却	tuique
屯田	tuntian
外交	waijiao
外交府	waijiaofu
皖口港	wankougang
王公	wanggong
伪报	weibao
威风	weifeng
卫将军	weijiangjun
尉缭子	weiliaozi
卫士令	weishiling
伪退	weitui
卫尉	weiwei
威压	weiya
瘟疫	wenyi
武关	wuguan
五官中郎将	wuguanzhonglangjiang
芜湖港	wuhugang
武库令	wukuling
乌林港	wulingang
武陵	wuling
无双	wushuang
乌丸	wuwan
武威	wuwei
武卫校尉	wuweixiaowei
巫县港	wuxiangang
吴子	wuzi
西河港	xihegang
袭击兵粮	xijibingliang
夏口港	xiakougang
下邳	xiapi
夏阳港	xiayanggang
现役	xianyi
降服劝告	xiangfuquangao
襄平	xiangping
详细情报	xiangxiqingbao
襄阳	xiangyang
小沛	xiaopei
新丰港	xinfenggang
新野	xinye
熊手	xiongshou
修补	xiubu
许昌	xuchang
虚实	xushi
旋风	xuanfeng
血路	xuelu
巡查	xuncha
训练	xunlian
牙门将军	yamenjiangjun
言毒	yandu
研究技巧	yanjiujiqiao
研究能力	yanjiunengli
眼力	yanli
阳平关	yangpingguan
养由基弓	yangyoujigong
要害	yaohai
妖术	yaoshu
业火球	yehuoqiu
业火种	yehuozhong
谒者仆射	yezhepushe
一般	yiban
移动	yidong
议郎	yilang
倚天剑	yitianjian
永安	yongan
勇将	yongjiang
右将军	youjiangjun
右仆射	youpuye|youpushe
羽林中郎将	yulinzhonglangjiang
鱼市	yushi
御史中丞	yushizhongcheng
玉玺	yuxi
运搬	yunban
云南	yunnan
云梯	yunti
在野	zaiye
造币厂	zaobichang
造船	zaochuan
造船厂	zaochuanchang
战法	zhanfa
战国策	zhanguoce
长史	zhangshi
召唤	zhaohuan
爪黄飞电	zhaohuangfeidian
昭信校尉	zhaoxinxiaowei
镇北将军	zhenbeijiangjun
镇东将军	zhendongjiangjun
镇南将军	zhennanjiangjun
镇西将军	zhenxijiangjun
征北将军	zhengbeijiangjun
整备政令	zhengbeizhengling
征兵	zhengbing
征东将军	zhengdongjiangjun
征南将军	zhengnanjiangjun
徵收	zhengshou
徵税	zhengshui
征西将军	zhengxijiangjun
治安	zhian
指导	zhidao
指挥	zhihui
执金吾	zhijinyu|zhijinwu
忠诚	zhongcheng
中介	zhongjie
中郎	zhonglang
中庐港	zhonglugang
重视斗志	zhongshidouzhi
重视防御	zhongshifangyu
重视攻击	zhongshigongji
重视一击	zhongshiyiji
中书令	zhongshuling
忠义校尉	zhongyixiaowei
州刺史	zhoucishi
州牧	zhoumu
主簿	zhubu
筑城	zhucheng
资金	zijin
资金收入	zijinshouru
自军势力	zijunshili
梓潼	zitong
走舸	zouge
奏乐	zouyue
左将军	zuojiangjun
左仆射	zuopuye|zuopushe
